time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_JkLD2c).X,6_rod(payload_bars compound_JkLD2c).Y,6_rod(payload_bars compound_JkLD2c).Z,6_rod(payload_bars compound_JkLD2c).Euler1,6_rod(payload_bars compound_JkLD2c).Euler2,6_rod(payload_bars compound_JkLD2c).Euler3,6_rod(payload_bars compound_JkLD2c).mass,7_rod(payload_bars compound_JkLD2c).X,7_rod(payload_bars compound_JkLD2c).Y,7_rod(payload_bars compound_JkLD2c).Z,7_rod(payload_bars compound_JkLD2c).Euler1,7_rod(payload_bars compound_JkLD2c).Euler2,7_rod(payload_bars compound_JkLD2c).Euler3,7_rod(payload_bars compound_JkLD2c).mass,8_rod(payload_bars compound_JkLD2c).X,8_rod(payload_bars compound_JkLD2c).Y,8_rod(payload_bars compound_JkLD2c).Z,8_rod(payload_bars compound_JkLD2c).Euler1,8_rod(payload_bars compound_JkLD2c).Euler2,8_rod(payload_bars compound_JkLD2c).Euler3,8_rod(payload_bars compound_JkLD2c).mass,9_rod(payload_bars compound_JkLD2c).X,9_rod(payload_bars compound_JkLD2c).Y,9_rod(payload_bars compound_JkLD2c).Z,9_rod(payload_bars compound_JkLD2c).Euler1,9_rod(payload_bars compound_JkLD2c).Euler2,9_rod(payload_bars compound_JkLD2c).Euler3,9_rod(payload_bars compound_JkLD2c).mass,10_rod(payload_bars compound_JkLD2c).X,10_rod(payload_bars compound_JkLD2c).Y,10_rod(payload_bars compound_JkLD2c).Z,10_rod(payload_bars compound_JkLD2c).Euler1,10_rod(payload_bars compound_JkLD2c).Euler2,10_rod(payload_bars compound_JkLD2c).Euler3,10_rod(payload_bars compound_JkLD2c).mass,
0.9494,-4.24603,55.1861,-0.554902,-0.0649152,-0.0303818,-2.33368,0.199491,3.29097,55.2299,-0.631014,-0.0206581,-0.0165876,-2.36293,0.199491,0.452968,54.4599,-0.75838,-0.078929,0.0690082,-0.773486,0.199491,0.828095,56.8118,1.89949,-0.00183046,-0.0160581,-0.819278,0.199491,0.662277,54.8109,1.87004,-1.56274,-0.110143,-0.00807493,0.199645,-0.24937,57.4283,-1.03454,-1.57156,0.270796,-0.0103612,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.9595,-4.2513,54.2415,-0.554962,-0.0645676,-0.0311001,-2.33433,0.199491,3.29369,54.2829,-0.63002,-0.0201927,-0.0162504,-2.36273,0.199491,0.453644,53.5131,-0.759844,-0.0812002,0.0716427,-0.773998,0.199491,0.828638,55.8659,1.90162,-0.00254226,-0.0148955,-0.818378,0.199491,0.665386,53.8657,1.8706,-1.56309,-0.110327,-0.00803839,0.199645,-0.251158,56.4841,-1.03671,-1.57159,0.276177,-0.0100695,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.9696,-4.25657,53.2869,-0.555019,-0.0641992,-0.0317993,-2.33498,0.199491,3.29646,53.3259,-0.629009,-0.0197019,-0.0158881,-2.36253,0.199491,0.454291,52.5562,-0.761285,-0.0833646,0.0741881,-0.774514,0.199491,0.829219,54.9101,1.90373,-0.0032459,-0.0137381,-0.817474,0.199491,0.668408,52.9104,1.87117,-1.56343,-0.10993,-0.00801366,0.199645,-0.252906,55.5298,-1.0389,-1.57161,0.280477,-0.00977221,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.9797,-4.26185,52.3223,-0.555119,-0.063778,-0.0324401,-2.33562,0.199491,3.2992,52.3589,-0.627964,-0.0191878,-0.0154997,-2.36233,0.199491,0.454756,51.5894,-0.762741,-0.0849968,0.0761258,-0.775002,0.199491,0.82986,53.9442,1.90583,-0.00391972,-0.0125899,-0.816564,0.199491,0.671534,51.9451,1.87182,-1.56376,-0.108684,-0.00799875,0.199645,-0.2546,54.5656,-1.04114,-1.57161,0.283099,-0.00946622,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.9898,-4.26712,51.3475,-0.555197,-0.0633938,-0.0331009,-2.33627,0.199491,3.30191,51.382,-0.62687,-0.0186322,-0.0150456,-2.36214,0.199491,0.455165,50.6126,-0.764177,-0.0860599,0.0774574,-0.775431,0.199491,0.830558,52.9683,1.90798,-0.00455041,-0.0114717,-0.815651,0.199491,0.674676,50.9699,1.87235,-1.56411,-0.106098,-0.00796061,0.199645,-0.256292,53.5914,-1.04339,-1.57158,0.283882,-0.00914842,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.9999,-4.27236,50.3628,-0.555293,-0.0629029,-0.0336647,-2.33691,0.199491,3.3046,50.395,-0.625756,-0.018028,-0.0145481,-2.36194,0.199491,0.455563,49.6257,-0.76562,-0.0869024,0.0785733,-0.775853,0.199491,0.831241,51.9825,1.91014,-0.0051733,-0.0103716,-0.814726,0.199491,0.677833,49.9847,1.87287,-1.56444,-0.103163,-0.00794349,0.199645,-0.257989,52.6071,-1.04565,-1.57155,0.284203,-0.00883329,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.01,-4.27758,49.368,-0.555381,-0.062406,-0.0342254,-2.33755,0.199491,3.3073,49.3979,-0.62465,-0.01743,-0.0140543,-2.36175,0.199491,0.455965,48.6288,-0.767056,-0.0877083,0.0796476,-0.776273,0.199491,0.831913,50.9866,1.91231,-0.00579771,-0.00926618,-0.813798,0.199491,0.680996,48.9895,1.87338,-1.56479,-0.100041,-0.00791605,0.199645,-0.2597,51.6129,-1.04791,-1.57152,0.284368,-0.00852139,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.0201,-4.28279,48.3633,-0.555468,-0.0619063,-0.0347799,-2.33819,0.199491,3.30999,48.3909,-0.623544,-0.0168332,-0.0135621,-2.36156,0.199491,0.456402,47.6219,-0.768503,-0.0883784,0.0806091,-0.776703,0.199491,0.832574,49.9808,1.91445,-0.00642399,-0.00815729,-0.812863,0.199491,0.684132,47.9842,1.87392,-1.56516,-0.0967385,-0.00788307,0.199645,-0.261412,50.6086,-1.05016,-1.57148,0.284494,-0.00821057,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.0302,-4.28801,47.3485,-0.555545,-0.061447,-0.0353701,-2.33882,0.199491,3.31271,47.3738,-0.622455,-0.0162438,-0.0130445,-2.36136,0.199491,0.456924,46.6052,-0.769964,-0.0885072,0.0810005,-0.777127,0.199491,0.833186,48.9649,1.91658,-0.00705947,-0.0070256,-0.811928,0.199491,0.687228,46.9688,1.87452,-1.56554,-0.0927421,-0.00783929,0.199645,-0.263154,49.5944,-1.05244,-1.57145,0.284148,-0.00791145,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.0403,-4.29321,46.3236,-0.555604,-0.0610003,-0.0359605,-2.33945,0.199491,3.31541,46.3467,-0.621385,-0.0156275,-0.0125204,-2.36117,0.199491,0.457425,45.5785,-0.771404,-0.088449,0.0812271,-0.777522,0.199491,0.83379,47.9391,1.91874,-0.00768084,-0.00591656,-0.810983,0.199491,0.690349,45.9434,1.87511,-1.56593,-0.0884002,-0.0077866,0.199645,-0.264872,48.5702,-1.05477,-1.57143,0.283357,-0.00760318,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.0504,-4.29841,45.2888,-0.555683,-0.0604566,-0.0364678,-2.34008,0.199491,3.3181,45.3096,-0.620323,-0.0150093,-0.011999,-2.36098,0.199491,0.457912,44.5417,-0.772832,-0.088277,0.0813353,-0.77791,0.199491,0.834394,46.9032,1.9209,-0.00829051,-0.00480661,-0.810039,0.199491,0.693475,44.9081,1.87569,-1.56632,-0.0839138,-0.00773614,0.199645,-0.266584,47.5359,-1.05707,-1.57139,0.281713,-0.00730176,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.0605,-4.30361,44.2439,-0.555742,-0.0599048,-0.0369616,-2.3407,0.199491,3.3208,44.2625,-0.619225,-0.0143777,-0.0114424,-2.36079,0.199491,0.458396,43.495,-0.774272,-0.0879426,0.081268,-0.778292,0.199491,0.834977,45.8574,1.92308,-0.00889876,-0.00370235,-0.809088,0.199491,0.696593,43.8628,1.87621,-1.56671,-0.0789604,-0.0076922,0.199645,-0.268277,46.4916,-1.05936,-1.57135,0.279698,-0.00699727,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.0706,-4.3088,43.189,-0.555792,-0.059348,-0.037446,-2.34133,0.199491,3.32347,43.2053,-0.618127,-0.0137117,-0.0108606,-2.3606,0.199491,0.458874,42.4382,-0.775713,-0.0874241,0.0810074,-0.778654,0.199491,0.835558,44.8015,1.92527,-0.00948239,-0.00262008,-0.808132,0.199491,0.699736,42.8074,1.8767,-1.5671,-0.0736613,-0.00764721,0.199645,-0.269954,45.4373,-1.06166,-1.57131,0.277278,-0.00668922,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.0807,-4.31397,42.1241,-0.555842,-0.0587558,-0.0378938,-2.34196,0.199491,3.32613,42.1382,-0.617022,-0.0130405,-0.0102717,-2.3604,0.199491,0.459348,41.3714,-0.777151,-0.0868155,0.080656,-0.779012,0.199491,0.836133,43.7357,1.92748,-0.0100523,-0.00155271,-0.80718,0.199491,0.70288,41.7421,1.87718,-1.5675,-0.068203,-0.00760375,0.199645,-0.271638,44.3731,-1.06396,-1.57126,0.27438,-0.00638453,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.0908,-4.31914,41.0492,-0.555887,-0.0581386,-0.0383068,-2.34259,0.199491,3.32879,41.061,-0.615918,-0.01237,-0.00968493,-2.36021,0.199491,0.459829,40.2946,-0.778615,-0.0860351,0.0801433,-0.779368,0.199491,0.83669,42.6598,1.92971,-0.0105984,-0.000512576,-0.806239,0.199491,0.706032,40.6668,1.87767,-1.5679,-0.0624769,-0.00755559,0.199645,-0.273327,43.2988,-1.06627,-1.57121,0.270521,-0.00607697,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.1009,-4.32429,39.9642,-0.555914,-0.0574675,-0.0386642,-2.34321,0.199491,3.33146,39.9738,-0.614808,-0.0116766,-0.00908454,-2.36001,0.199491,0.460313,39.2079,-0.780086,-0.0851326,0.079502,-0.779717,0.199491,0.837219,41.5739,1.93194,-0.011126,0.000509848,-0.805292,0.199491,0.70919,39.5815,1.87813,-1.56831,-0.0563968,-0.00750632,0.199645,-0.275018,42.2145,-1.06857,-1.57116,0.266105,-0.00577611,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.111,-4.32943,38.8692,-0.555937,-0.0567668,-0.0389882,-2.34383,0.199491,3.33411,38.8766,-0.613692,-0.0109767,-0.00847001,-2.35982,0.199491,0.460794,38.1111,-0.781556,-0.0839903,0.0786209,-0.780053,0.199491,0.837739,40.478,1.93419,-0.0116333,0.00151053,-0.804344,0.199491,0.712357,38.4862,1.87857,-1.56872,-0.0500916,-0.00745597,0.199645,-0.276702,41.1203,-1.07089,-1.57112,0.261088,-0.00547325,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.1211,-4.33457,37.7642,-0.55596,-0.0560291,-0.0392719,-2.34446,0.199491,3.33676,37.7693,-0.612577,-0.0102709,-0.0078452,-2.35962,0.199491,0.46128,37.0043,-0.78302,-0.0826024,0.0774908,-0.780371,0.199491,0.838258,39.3722,1.93646,-0.0121199,0.00249194,-0.803395,0.199491,0.715522,37.3809,1.87899,-1.56914,-0.0435774,-0.00740677,0.199645,-0.278376,40.016,-1.0732,-1.57107,0.255297,-0.0051698,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.1312,-4.3397,36.6492,-0.555967,-0.0552381,-0.0394974,-2.34508,0.199491,3.3394,36.6521,-0.611453,-0.00955216,-0.00721107,-2.35942,0.199491,0.46176,35.8875,-0.784496,-0.0810867,0.0762332,-0.780687,0.199491,0.838748,38.2563,1.93873,-0.0125808,0.00344492,-0.802445,0.199491,0.718701,36.2656,1.87939,-1.56956,-0.0368362,-0.00735482,0.199645,-0.280045,38.9017,-1.07552,-1.57102,0.248905,-0.00487,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.1413,-4.34481,35.5242,-0.555969,-0.0543959,-0.0396675,-2.34571,0.199491,3.34204,35.5248,-0.610323,-0.00882918,-0.00657433,-2.35922,0.199491,0.462231,34.7608,-0.785977,-0.0793794,0.0747811,-0.780994,0.199491,0.839257,37.1304,1.94098,-0.0129815,0.00435,-0.801484,0.199491,0.721861,35.1403,1.87981,-1.56998,-0.0299029,-0.00729671,0.199645,-0.28172,37.7775,-1.07783,-1.57097,0.241632,-0.00457044,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.1514,-4.3499,34.3891,-0.555932,-0.0534839,-0.0397514,-2.34634,0.199491,3.3447,34.3875,-0.609167,-0.00808021,-0.00592434,-2.35903,0.199491,0.462685,33.624,-0.787465,-0.0775158,0.0731699,-0.781299,0.199491,0.839769,35.9944,1.94316,-0.0132516,0.00512851,-0.800502,0.199491,0.72497,34.005,1.88026,-1.5704,-0.0226487,-0.00723887,0.199645,-0.283367,36.6432,-1.08017,-1.57092,0.233034,-0.00427405,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.1615,-4.35496,33.244,-0.55585,-0.0524053,-0.0396537,-2.34697,0.199491,3.34735,33.2402,-0.607983,-0.00730196,-0.00526742,-2.35884,0.199491,0.463126,32.4771,-0.789018,-0.0754209,0.0713138,-0.781598,0.199491,0.840261,34.8485,1.94532,-0.013378,0.00576495,-0.799508,0.199491,0.728087,32.8598,1.88069,-1.57083,-0.0150683,-0.00717376,0.199645,-0.285007,35.499,-1.08247,-1.57086,0.222303,-0.00397903,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.1716,-4.36,32.0888,-0.555749,-0.0512007,-0.0394204,-2.3476,0.199491,3.35,32.0829,-0.606787,-0.00651892,-0.00461024,-2.35865,0.199491,0.46355,31.3203,-0.790559,-0.0729678,0.0690991,-0.781875,0.199491,0.840748,33.6925,1.94745,-0.013392,0.00628947,-0.798506,0.199491,0.731191,31.7046,1.88111,-1.57125,-0.00733704,-0.00710716,0.199645,-0.286635,34.3448,-1.08479,-1.5708,0.209679,-0.00368481,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.1817,-4.36503,30.9237,-0.555644,-0.0499049,-0.0390922,-2.34823,0.199491,3.35264,30.9156,-0.605589,-0.00573368,-0.00394377,-2.35846,0.199491,0.463988,30.1535,-0.792101,-0.0700984,0.0664682,-0.78214,0.199491,0.84123,32.5266,1.94961,-0.0133535,0.00676322,-0.797497,0.199491,0.73428,30.5393,1.88153,-1.57168,0.000439856,-0.00704032,0.199645,-0.288254,33.1806,-1.08712,-1.57075,0.195946,-0.00339486,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.1918,-4.37005,29.7485,-0.555544,-0.0484926,-0.0386441,-2.34886,0.199491,3.35527,29.7383,-0.604392,-0.00496053,-0.00328484,-2.35827,0.199491,0.464418,28.9766,-0.793629,-0.0669355,0.0635472,-0.782391,0.199491,0.841695,31.3506,1.95177,-0.0132682,0.00718737,-0.796493,0.199491,0.737389,29.364,1.88192,-1.57211,0.00820767,-0.00697119,0.199645,-0.289877,32.0064,-1.08944,-1.5707,0.180836,-0.00310637,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2019,-4.37505,28.5633,-0.555437,-0.0469532,-0.0380608,-2.3495,0.199491,3.35791,28.5509,-0.603193,-0.0041938,-0.00263734,-2.35808,0.199491,0.464844,27.7898,-0.795166,-0.0634902,0.0603438,-0.782637,0.199491,0.842159,30.1647,1.95392,-0.0130806,0.00751275,-0.795486,0.199491,0.740487,28.1788,1.88231,-1.57254,0.0158629,-0.00690042,0.199645,-0.291495,30.8222,-1.09175,-1.57066,0.164171,-0.00282118,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.212,-4.38004,27.3681,-0.555308,-0.045205,-0.0372557,-2.35014,0.199491,3.36054,27.3536,-0.601986,-0.0034376,-0.00201062,-2.35789,0.199491,0.465266,26.593,-0.796709,-0.0596416,0.0567363,-0.782873,0.199491,0.842611,28.9687,1.95604,-0.0127266,0.00767031,-0.794474,0.199491,0.743567,26.9836,1.88271,-1.57296,0.0232014,-0.00682794,0.199645,-0.2931,29.628,-1.09406,-1.57062,0.14522,-0.00253946,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2221,-4.385,26.1628,-0.555174,-0.0431133,-0.0360931,-2.35079,0.199491,3.36317,26.1462,-0.600775,-0.00271548,-0.00142203,-2.3577,0.199491,0.465684,25.3861,-0.798251,-0.0550493,0.0523851,-0.783084,0.199491,0.843052,27.7626,1.95814,-0.0121436,0.00759833,-0.793463,0.199491,0.74664,25.7783,1.88309,-1.57338,0.0299132,-0.00675217,0.199645,-0.294697,28.4238,-1.09635,-1.57058,0.122868,-0.00226157,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2322,-4.38994,24.9476,-0.555049,-0.0405431,-0.0344391,-2.35144,0.199491,3.36577,24.9289,-0.599573,-0.00205641,-0.000894824,-2.35751,0.199491,0.466105,24.1693,-0.799764,-0.0493956,0.046973,-0.78326,0.199491,0.84349,26.5466,1.96023,-0.0112578,0.0072233,-0.792455,0.199491,0.749697,24.5631,1.88346,-1.57379,0.0355437,-0.00667581,0.199645,-0.296283,27.2096,-1.09862,-1.57055,0.0962602,-0.00198732,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2423,-4.39484,23.7223,-0.554945,-0.0373158,-0.0321092,-2.3521,0.199491,3.36835,23.7016,-0.598388,-0.00149534,-0.000467216,-2.35733,0.199491,0.466527,22.9424,-0.801241,-0.0424637,0.0402848,-0.783405,0.199491,0.843923,25.3206,1.96228,-0.00996802,0.00644323,-0.791464,0.199491,0.75274,23.3378,1.88382,-1.57419,0.0394489,-0.00659697,0.199645,-0.29786,25.9853,-1.10084,-1.57052,0.064783,-0.00171881,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2524,-4.39971,22.4871,-0.554898,-0.0331702,-0.0288374,-2.35277,0.199491,3.3709,22.4643,-0.597248,-0.00109039,-0.000197816,-2.35715,0.199491,0.466958,21.7056,-0.802652,-0.0339275,0.0319973,-0.783521,0.199491,0.844355,24.0845,1.96428,-0.00813957,0.0051246,-0.79051,0.199491,0.755763,22.1026,1.88419,-1.57455,0.0406468,-0.00651735,0.199645,-0.299431,24.7509,-1.103,-1.5705,0.0282808,-0.00145662,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2625,-4.40453,21.242,-0.55496,-0.0277143,-0.0242233,-2.35343,0.199491,3.3734,21.2171,-0.596187,-0.000923378,-0.000157925,-2.35697,0.199491,0.467405,20.4588,-0.803937,-0.0233427,0.0216693,-0.783626,0.199491,0.844796,22.8383,1.96621,-0.00562391,0.00311886,-0.789626,0.199491,0.758761,20.8573,1.88458,-1.57488,0.0375522,-0.00643825,0.199645,-0.300996,23.5064,-1.10503,-1.5705,-0.0116808,-0.00120249,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2726,-4.40923,19.9869,-0.555183,-0.0204921,-0.0177888,-2.35407,0.199491,3.37577,19.9601,-0.595229,-0.00106941,-0.000408672,-2.35681,0.199491,0.467876,19.202,-0.805021,-0.0105514,0.00914566,-0.783772,0.199491,0.845252,21.5821,1.96804,-0.0023338,0.000333702,-0.788842,0.199491,0.761708,19.602,1.88497,-1.57515,0.0280801,-0.00636037,0.199645,-0.302546,22.2517,-1.10689,-1.57052,-0.0495309,-0.000959054,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2827,-4.41366,18.7218,-0.555547,-0.0113047,-0.00928335,-2.35462,0.199491,3.37792,18.6932,-0.594348,-0.00149739,-0.000917058,-2.35668,0.199491,0.468374,17.9354,-0.805866,0.00353714,-0.00466407,-0.784052,0.199491,0.845716,20.3158,1.96968,0.00151991,-0.00304009,-0.788163,0.199491,0.764515,18.3366,1.8853,-1.57533,0.0110759,-0.00628433,0.199645,-0.304029,20.9869,-1.10854,-1.57057,-0.074449,-0.000730335,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.2928,-4.41758,17.4465,-0.555906,-0.000689936,0.000832927,-2.35498,0.199491,3.37969,17.4163,-0.593432,-0.00197768,-0.00146798,-2.35658,0.199491,0.468883,16.6588,-0.806489,0.0164022,-0.0172451,-0.784526,0.199491,0.846153,19.0396,1.97102,0.00516837,-0.00627531,-0.78753,0.199491,0.767022,17.0612,1.88546,-1.57541,-0.0105354,-0.00620577,0.199645,-0.305337,19.7121,-1.10998,-1.57065,-0.0750091,-0.000528124,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.3029,-4.42076,16.1609,-0.556066,0.00996395,0.0111588,-2.35515,0.199491,3.38105,16.1295,-0.592426,-0.00219669,-0.00177357,-2.35654,0.199491,0.469306,15.3724,-0.806989,0.0246812,-0.0252827,-0.785053,0.199491,0.846521,17.7534,1.97194,0.00749161,-0.00828341,-0.786895,0.199491,0.769086,15.7758,1.8854,-1.57546,-0.0286604,-0.00612214,0.199645,-0.306375,18.4273,-1.11118,-1.57073,-0.0475156,-0.000361919,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.313,-4.42279,14.8653,-0.55586,0.0189179,0.01962,-2.35538,0.199491,3.38207,14.8328,-0.591798,-0.00204687,-0.00170747,-2.35644,0.199491,0.469507,14.0762,-0.807663,0.0253837,-0.0258309,-0.785329,0.199491,0.846683,16.457,1.97264,0.00765486,-0.00824382,-0.786341,0.199491,0.770451,14.4805,1.88556,-1.57562,-0.0353246,-0.00610826,0.199645,-0.307106,17.1322,-1.1122,-1.57077,-0.000272274,-0.000225728,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.3231,-4.42443,13.5598,-0.556069,0.0245817,0.0249116,-2.35551,0.199491,3.38261,13.5265,-0.591431,-0.00154208,-0.00122531,-2.35638,0.199491,0.469765,12.7702,-0.807803,0.0179791,-0.018296,-0.785281,0.199491,0.846991,15.1506,1.97306,0.00569708,-0.00608243,-0.786066,0.199491,0.771618,13.175,1.8856,-1.57578,-0.027619,-0.00611227,0.199645,-0.307729,15.8266,-1.11268,-1.57081,0.0453356,-9.11388e-05,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.3332,-4.42518,12.2443,-0.556293,0.0252975,0.0253529,-2.35567,0.199491,3.38271,12.2104,-0.591269,-0.000742117,-0.000417861,-2.35634,0.199491,0.469927,11.4544,-0.807633,0.00432355,-0.00455501,-0.78516,0.199491,0.847182,13.8342,1.97308,0.00208427,-0.00234081,-0.785942,0.199491,0.772374,11.8594,1.88557,-1.57597,-0.00747196,-0.00611757,0.199645,-0.308187,14.5105,-1.11278,-1.57083,0.0655823,4.11514e-06,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
