time,0_rod(payload_bars compound_7w2R63).X,0_rod(payload_bars compound_7w2R63).Y,0_rod(payload_bars compound_7w2R63).Z,0_rod(payload_bars compound_7w2R63).Euler1,0_rod(payload_bars compound_7w2R63).Euler2,0_rod(payload_bars compound_7w2R63).Euler3,0_rod(payload_bars compound_7w2R63).mass,1_rod(payload_bars compound_7w2R63).X,1_rod(payload_bars compound_7w2R63).Y,1_rod(payload_bars compound_7w2R63).Z,1_rod(payload_bars compound_7w2R63).Euler1,1_rod(payload_bars compound_7w2R63).Euler2,1_rod(payload_bars compound_7w2R63).Euler3,1_rod(payload_bars compound_7w2R63).mass,2_rod(payload_bars compound_7w2R63).X,2_rod(payload_bars compound_7w2R63).Y,2_rod(payload_bars compound_7w2R63).Z,2_rod(payload_bars compound_7w2R63).Euler1,2_rod(payload_bars compound_7w2R63).Euler2,2_rod(payload_bars compound_7w2R63).Euler3,2_rod(payload_bars compound_7w2R63).mass,3_rod(payload_bars compound_7w2R63).X,3_rod(payload_bars compound_7w2R63).Y,3_rod(payload_bars compound_7w2R63).Z,3_rod(payload_bars compound_7w2R63).Euler1,3_rod(payload_bars compound_7w2R63).Euler2,3_rod(payload_bars compound_7w2R63).Euler3,3_rod(payload_bars compound_7w2R63).mass,4_rod(payload_bars compound_7w2R63).X,4_rod(payload_bars compound_7w2R63).Y,4_rod(payload_bars compound_7w2R63).Z,4_rod(payload_bars compound_7w2R63).Euler1,4_rod(payload_bars compound_7w2R63).Euler2,4_rod(payload_bars compound_7w2R63).Euler3,4_rod(payload_bars compound_7w2R63).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
3.2724,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.82811,5.34781,2.61575,0.00731326,-0.10429,-2.43079,0.199491,2.40018,5.32806,3.14026,-0.0315333,-0.0790943,-2.4219,0.199491,-0.118051,4.81469,2.95288,-0.0242735,-0.0484685,-0.863712,0.199491,0.0317319,6.91998,5.23022,0.014535,-0.0936872,-0.854977,0.199491,-0.172766,5.18981,5.35034,-1.5205,0.73157,0.0648965,0.199645,-0.913838,7.45828,2.29074,-1.50417,0.698896,0.112831,0.199491,
3.2825,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.83282,5.34609,2.61731,0.00767767,-0.105277,-2.4303,0.199491,2.40386,5.32454,3.14462,-0.0317008,-0.0780136,-2.42083,0.199491,-0.118138,4.81484,2.95301,-0.0239114,-0.0487683,-0.863689,0.199491,0.0264287,6.92325,5.24327,0.012084,-0.0925702,-0.854312,0.199491,-0.176123,5.18055,5.35695,-1.52095,0.730276,0.0660795,0.199645,-0.914503,7.45833,2.29125,-1.50314,0.705211,0.113626,0.199491,
3.2926,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.83799,5.34428,2.61892,0.0093249,-0.104863,-2.42992,0.199491,2.4079,5.32076,3.14927,-0.0327383,-0.0778393,-2.41961,0.199491,-0.11833,4.81497,2.95311,-0.0224195,-0.0500424,-0.863728,0.199491,0.0205862,6.92675,5.25725,0.0145304,-0.0957847,-0.854105,0.199491,-0.179816,5.17056,5.36409,-1.52106,0.733192,0.0676343,0.199645,-0.915257,7.45835,2.29174,-1.50302,0.705309,0.11383,0.199491,
3.3027,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.84346,5.3424,2.62057,0.0117421,-0.103615,-2.42959,0.199491,2.41203,5.31684,3.15409,-0.0338092,-0.0776704,-2.41836,0.199491,-0.118568,4.81509,2.95319,-0.0206811,-0.051523,-0.863786,0.199491,0.0145359,6.93044,5.27177,0.0103582,-0.0932929,-0.853242,0.199491,-0.183739,5.16024,5.37149,-1.52171,0.730221,0.0688713,0.199645,-0.91611,7.45846,2.2922,-1.50278,0.706168,0.114125,0.199491,
3.3128,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.8489,5.34049,2.62224,0.0135565,-0.103085,-2.4292,0.199491,2.41603,5.3129,3.1589,-0.034528,-0.0771247,-2.41713,0.199491,-0.118806,4.81521,2.95329,-0.0192208,-0.0527579,-0.863828,0.199491,0.0084366,6.93421,5.28636,0.00771506,-0.0921074,-0.852519,0.199491,-0.187771,5.14991,5.37888,-1.52219,0.729154,0.0701911,0.199645,-0.917039,7.45865,2.2927,-1.5018,0.711883,0.114908,0.199491,
3.3229,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.85412,5.33862,2.62388,0.0152425,-0.102635,-2.42881,0.199491,2.4199,5.30909,3.16354,-0.0357002,-0.0771563,-2.4159,0.199491,-0.119074,4.81536,2.95339,-0.0177561,-0.0539906,-0.863868,0.199491,0.0024732,6.93764,5.30038,0.00996615,-0.0951332,-0.852282,0.199491,-0.191737,5.13986,5.38607,-1.52228,0.731969,0.0717075,0.199645,-0.917967,7.45872,2.29324,-1.50202,0.709651,0.114881,0.199491,
3.333,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.85891,5.33686,2.62541,0.0167158,-0.102311,-2.42843,0.199491,2.42335,5.30548,3.16791,-0.0364992,-0.0768885,-2.41477,0.199491,-0.119295,4.81549,2.9535,-0.016486,-0.0550685,-0.863901,0.199491,-0.00299304,6.94067,5.31336,0.00592616,-0.0926197,-0.851461,0.199491,-0.195517,5.13054,5.39274,-1.52292,0.728789,0.0727301,0.199645,-0.918825,7.45882,2.29385,-1.50121,0.714187,0.115543,0.199491,
3.3431,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.86308,5.33527,2.62679,0.0175807,-0.102522,-2.42805,0.199491,2.42626,5.30224,3.17182,-0.0373909,-0.0769045,-2.41374,0.199491,-0.119463,4.81563,2.95362,-0.0154343,-0.0559746,-0.863923,0.199491,-0.00783547,6.94318,5.32479,0.00411693,-0.091942,-0.85087,0.199491,-0.198968,5.12231,5.39862,-1.52322,0.72872,0.0737973,0.199645,-0.919571,7.45891,2.29448,-1.50083,0.715928,0.115928,0.199491,
3.3532,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.8665,5.33393,2.62794,0.0180471,-0.102978,-2.4277,0.199491,2.42862,5.29955,3.17506,-0.037974,-0.076752,-2.41289,0.199491,-0.119665,4.81576,2.95376,-0.0146945,-0.0566097,-0.86393,0.199491,-0.0119127,6.94508,5.33412,0.00659715,-0.0948464,-0.850744,0.199491,-0.201868,5.11546,5.40347,-1.52321,0.731093,0.0748437,0.199645,-0.920245,7.45892,2.29503,-1.50093,0.714698,0.115966,0.199491,
3.3633,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.86908,5.33291,2.6288,0.0184969,-0.103201,-2.42744,0.199491,2.43023,5.29753,3.17747,-0.0379109,-0.0761068,-2.4123,0.199491,-0.119866,4.81586,2.9539,-0.0144955,-0.056782,-0.863914,0.199491,-0.0149556,6.94646,5.34109,0.00274914,-0.0920285,-0.85012,0.199491,-0.204112,5.1104,5.40708,-1.52372,0.727755,0.0752671,0.199645,-0.920836,7.45892,2.29555,-1.50007,0.719749,0.116616,0.199491,
3.3734,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.8707,5.33227,2.62932,0.0184972,-0.103668,-2.42725,0.199491,2.43109,5.29629,3.17896,-0.0376691,-0.0755153,-2.41195,0.199491,-0.120061,4.81594,2.95406,-0.0143828,-0.056888,-0.863899,0.199491,-0.0169418,6.94723,5.34533,0.00261267,-0.0922462,-0.849943,0.199491,-0.205637,5.10729,5.40929,-1.52366,0.729216,0.0757589,0.199645,-0.921277,7.45887,2.29587,-1.50053,0.71643,0.11637,0.199491,
3.3835,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.87128,5.33206,2.62944,0.0183188,-0.104036,-2.42717,0.199491,2.43121,5.29586,3.17946,-0.0368393,-0.0745001,-2.41189,0.199491,-0.120255,4.81598,2.95418,-0.0141104,-0.0571341,-0.863905,0.199491,-0.0177675,6.94737,5.34662,0.00529448,-0.0947142,-0.850138,0.199491,-0.206292,5.10625,5.40999,-1.52357,0.730368,0.0759814,0.199645,-0.921553,7.45882,2.29603,-1.50011,0.719004,0.116678,0.199491,
3.3936,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.87084,5.33226,2.62921,0.0183917,-0.103796,-2.42724,0.199491,2.43057,5.29627,3.17899,-0.036261,-0.0740416,-2.41205,0.199491,-0.120365,4.81596,2.95422,-0.0140689,-0.0571877,-0.863911,0.199491,-0.0172804,6.94686,5.34503,0.00188452,-0.0916303,-0.849871,0.199491,-0.206054,5.10739,5.4092,-1.52382,0.727323,0.0756439,0.199645,-0.921606,7.45874,2.29604,-1.50015,0.718735,0.116658,0.199491,
3.4037,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.86931,5.33285,2.62865,0.0176181,-0.104237,-2.42734,0.199491,2.42926,5.29752,3.17761,-0.0358371,-0.0739991,-2.41246,0.199491,-0.1204,4.81592,2.95423,-0.0143466,-0.0569713,-0.863907,0.199491,-0.0155776,6.94579,5.34058,0.00379613,-0.0929709,-0.85019,0.199491,-0.204891,5.11061,5.40694,-1.52339,0.730095,0.0754397,0.199645,-0.921426,7.4587,2.29584,-1.50059,0.715994,0.116333,0.199491,
3.4138,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.86679,5.33384,2.62773,0.0167159,-0.104538,-2.42754,0.199491,2.42738,5.29953,3.17532,-0.0355277,-0.0742956,-2.41308,0.199491,-0.120363,4.81582,2.95417,-0.0149093,-0.0565119,-0.8639,0.199491,-0.0127006,6.94422,5.33351,0.00642009,-0.0947265,-0.850686,0.199491,-0.202819,5.11578,5.40331,-1.5232,0.729941,0.0748021,0.199645,-0.921016,7.45867,2.29552,-1.50022,0.718683,0.116511,0.199491,
3.4239,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.86341,5.33517,2.62653,0.0157659,-0.104637,-2.42784,0.199491,2.42494,5.30219,3.17214,-0.03496,-0.0744846,-2.41391,0.199491,-0.120233,4.8157,2.95408,-0.0158976,-0.0556875,-0.863878,0.199491,-0.00871392,6.94217,5.32412,0.00367738,-0.0916169,-0.850777,0.199491,-0.20005,5.12259,5.39847,-1.52316,0.727868,0.0737964,0.199645,-0.920366,7.4586,2.29497,-1.5011,0.713559,0.115849,0.199491,
3.434,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.85922,5.33678,2.62509,0.0139177,-0.105568,-2.42813,0.199491,2.42202,5.30541,3.16826,-0.0336898,-0.0740201,-2.41497,0.199491,-0.120047,4.81556,2.95398,-0.0171564,-0.0546292,-0.863844,0.199491,-0.00388059,6.93974,5.3128,0.00710523,-0.0937343,-0.851519,0.199491,-0.196661,5.13075,5.39261,-1.52256,0.731121,0.0729456,0.199645,-0.919546,7.45854,2.29432,-1.50111,0.714145,0.115722,0.199491,
3.4441,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.85446,5.33856,2.62353,0.0121474,-0.106239,-2.42848,0.199491,2.41876,5.30901,3.16391,-0.0332972,-0.0746995,-2.41608,0.199491,-0.119803,4.81541,2.95386,-0.0189985,-0.0530632,-0.863786,0.199491,0.00161805,6.93688,5.30002,0.00948968,-0.0948117,-0.852217,0.199491,-0.192805,5.13998,5.38604,-1.52232,0.73019,0.0716764,0.199645,-0.918617,7.45845,2.29368,-1.50151,0.71233,0.115322,0.199491,
3.4542,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.8493,5.34043,2.62189,0.0100748,-0.107154,-2.42883,0.199491,2.41514,5.31283,3.15927,-0.0328007,-0.0753759,-2.41726,0.199491,-0.119505,4.81525,2.95374,-0.0211315,-0.0512505,-0.863716,0.199491,0.00758159,6.93368,5.28625,0.00735877,-0.0918863,-0.852487,0.199491,-0.18877,5.14989,5.37897,-1.52208,0.729037,0.0702794,0.199645,-0.917621,7.45838,2.29302,-1.50232,0.70779,0.114652,0.199491,
3.4643,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.84392,5.34235,2.62023,0.00785166,-0.108188,-2.42918,0.199491,2.41127,5.31674,3.15451,-0.0316591,-0.0753775,-2.41851,0.199491,-0.119238,4.81512,2.95363,-0.0227701,-0.0498672,-0.86367,0.199491,0.0136643,6.93023,5.27199,0.0114628,-0.0943541,-0.853342,0.199491,-0.184697,5.16009,5.37164,-1.52141,0.732419,0.0691148,0.199645,-0.91664,7.45832,2.29247,-1.50222,0.709257,0.11458,0.199491,
3.4744,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.8386,5.34423,2.6186,0.00621233,-0.108547,-2.42958,0.199491,2.40732,5.3206,3.14977,-0.0311101,-0.0760963,-2.41971,0.199491,-0.119019,4.81498,2.95352,-0.0243693,-0.0485062,-0.863628,0.199491,0.0196366,6.92661,5.25771,0.0136695,-0.0951673,-0.854022,0.199491,-0.180799,5.17023,5.36441,-1.52114,0.731316,0.0676695,0.199645,-0.915768,7.4582,2.29196,-1.50307,0.704385,0.113887,0.199491,
3.4845,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.83355,5.34601,2.61703,0.00467413,-0.108866,-2.42996,0.199491,2.40332,5.3243,3.14522,-0.0303418,-0.0765652,-2.42088,0.199491,-0.118845,4.81485,2.95341,-0.0256291,-0.0474347,-0.863602,0.199491,0.0253134,6.92312,5.24398,0.0117864,-0.0924726,-0.854282,0.199491,-0.177252,5.18003,5.35744,-1.52087,0.730309,0.0662614,0.199645,-0.915047,7.45815,2.29151,-1.50341,0.702789,0.113547,0.199491,
3.4946,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.82893,5.34767,2.61557,0.00398438,-0.108304,-2.4304,0.199491,2.39952,5.32773,3.14097,-0.0291496,-0.0764616,-2.422,0.199491,-0.118792,4.81473,2.9533,-0.0259362,-0.047177,-0.86362,0.199491,0.0304343,6.91988,5.23122,0.015638,-0.0948193,-0.855053,0.199491,-0.174067,5.18911,5.35095,-1.52026,0.733497,0.065197,0.199645,-0.914496,7.45814,2.2911,-1.50346,0.703016,0.113395,0.199491,
3.5047,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.82493,5.34914,2.61425,0.00421698,-0.106822,-2.43088,0.199491,2.39612,5.33078,3.13718,-0.0284126,-0.0767544,-2.42297,0.199491,-0.118822,4.8146,2.95319,-0.0258939,-0.0472082,-0.863655,0.199491,0.0348921,6.91696,5.21982,0.0175994,-0.0956315,-0.855604,0.199491,-0.171337,5.19718,5.34522,-1.52005,0.732425,0.0640258,0.199645,-0.914108,7.45812,2.29069,-1.50432,0.697755,0.112732,0.199491,
3.5148,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.8216,5.35039,2.61312,0.00428229,-0.105743,-2.43127,0.199491,2.39316,5.33335,3.13398,-0.027808,-0.0770504,-2.42379,0.199491,-0.11884,4.81449,2.95309,-0.0257783,-0.0473078,-0.86369,0.199491,0.0386389,6.91461,5.21028,0.0154273,-0.0930126,-0.855705,0.199491,-0.169147,5.20403,5.34038,-1.51991,0.731133,0.0630049,0.199645,-0.913822,7.4582,2.29034,-1.50424,0.698668,0.112707,0.199491,
3.5249,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.81899,5.35137,2.61224,0.00445183,-0.104753,-2.43159,0.199491,2.39087,5.33537,3.13147,-0.0271942,-0.0771042,-2.42444,0.199491,-0.118876,4.81441,2.953,-0.025468,-0.0475754,-0.863727,0.199491,0.0415234,6.91277,5.20284,0.0183606,-0.0949676,-0.856238,0.199491,-0.167445,5.20933,5.33662,-1.51947,0.733991,0.0624266,0.199645,-0.913593,7.45824,2.29006,-1.50446,0.697521,0.112503,0.199491,
3.535,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.81718,5.35204,2.61164,0.0046647,-0.103954,-2.43182,0.199491,2.38938,5.33675,3.12975,-0.0269644,-0.077342,-2.42487,0.199491,-0.11889,4.81436,2.95288,-0.0255679,-0.0474835,-0.863736,0.199491,0.0435218,6.91148,5.19772,0.0199171,-0.0959136,-0.856558,0.199491,-0.166231,5.21294,5.33406,-1.51943,0.733001,0.0618732,0.199645,-0.913412,7.45824,2.28985,-1.505,0.69409,0.1121,0.199491,
3.5451,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.81628,5.35238,2.61134,0.00487969,-0.103424,-2.43195,0.199491,2.38868,5.33744,3.12889,-0.027725,-0.0784865,-2.42502,0.199491,-0.118816,4.81431,2.95274,-0.0261935,-0.0469477,-0.863721,0.199491,0.0446416,6.91093,5.19518,0.0171681,-0.0933397,-0.85637,0.199491,-0.165569,5.21482,5.33275,-1.51948,0.731512,0.06153,0.199645,-0.913255,7.45837,2.2897,-1.50457,0.697099,0.112353,0.199491,
3.5552,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.81628,5.3524,2.61134,0.00524566,-0.102987,-2.43199,0.199491,2.38887,5.33746,3.12887,-0.0285387,-0.0793934,-2.42496,0.199491,-0.11877,4.81427,2.95265,-0.0265749,-0.0466224,-0.863712,0.199491,0.0447221,6.91108,5.19521,0.0189282,-0.0948544,-0.856531,0.199491,-0.165432,5.21485,5.33272,-1.51928,0.734136,0.0616786,0.199645,-0.913152,7.45845,2.28959,-1.50483,0.695392,0.112176,0.199491,
3.5653,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.81719,5.35212,2.6116,0.00535763,-0.10313,-2.43192,0.199491,2.38984,5.33683,3.12968,-0.0284097,-0.0789104,-2.42478,0.199491,-0.118774,4.81429,2.95266,-0.0267557,-0.0464634,-0.863698,0.199491,0.043772,6.91194,5.19782,0.019937,-0.0959195,-0.856562,0.199491,-0.165858,5.21302,5.33399,-1.51944,0.733244,0.0618979,0.199645,-0.913169,7.45846,2.28956,-1.50496,0.694485,0.112098,0.199491,
3.5754,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.819,5.35152,2.61215,0.00524852,-0.103812,-2.43172,0.199491,2.39146,5.33553,3.13131,-0.0288172,-0.0788398,-2.42436,0.199491,-0.11873,4.81433,2.9527,-0.0272088,-0.0460758,-0.863667,0.199491,0.0418518,6.91345,5.20298,0.0164061,-0.0932632,-0.85611,0.199491,-0.166989,5.20946,5.33658,-1.51972,0.731478,0.062299,0.199645,-0.913299,7.45848,2.28966,-1.50439,0.698189,0.112514,0.199491,
3.5855,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.82166,5.3506,2.613,0.00543555,-0.104393,-2.43145,0.199491,2.39375,5.33358,3.13375,-0.0297859,-0.0791976,-2.42369,0.199491,-0.118732,4.8144,2.95275,-0.0272222,-0.0460661,-0.863648,0.199491,0.0388915,6.9154,5.2104,0.0170536,-0.0944011,-0.855958,0.199491,-0.168757,5.2042,5.34035,-1.51975,0.733482,0.0631491,0.199645,-0.913546,7.45845,2.28987,-1.50455,0.696783,0.112473,0.199491,
3.5956,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.82512,5.34936,2.61413,0.00627235,-0.104434,-2.43116,0.199491,2.39658,5.33102,3.13694,-0.0298141,-0.0782522,-2.42292,0.199491,-0.118828,4.8145,2.95283,-0.026668,-0.0465352,-0.863647,0.199491,0.0350352,6.91777,5.21986,0.0177295,-0.0957275,-0.855693,0.199491,-0.171038,5.19744,5.34513,-1.52009,0.732474,0.0640443,0.199645,-0.913981,7.45844,2.29019,-1.50417,0.698979,0.112798,0.199491,
3.6057,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.8293,5.34785,2.61551,0.00765676,-0.104032,-2.43084,0.199491,2.39979,5.32795,3.14074,-0.0304425,-0.0778801,-2.42195,0.199491,-0.118944,4.81461,2.95292,-0.0261282,-0.0469858,-0.863643,0.199491,0.0304515,6.92053,5.23112,0.013649,-0.0930656,-0.854911,0.199491,-0.173889,5.18945,5.35084,-1.52052,0.730861,0.0650533,0.199645,-0.914593,7.45847,2.29064,-1.50355,0.702594,0.113302,0.199491,
3.6158,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.83399,5.34615,2.61706,0.00882501,-0.104046,-2.43043,0.199491,2.40336,5.32452,3.14498,-0.0313886,-0.0777566,-2.42084,0.199491,-0.119115,4.81474,2.95302,-0.0253316,-0.047649,-0.863644,0.199491,0.0251572,6.9236,5.24376,0.0134851,-0.0938921,-0.854467,0.199491,-0.177231,5.18042,5.35729,-1.52068,0.732604,0.0663887,0.199645,-0.915337,7.45846,2.29115,-1.50355,0.70196,0.113408,0.199491,
3.6259,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.83905,5.34435,2.61867,0.0103073,-0.103795,-2.43004,0.199491,2.40716,5.32082,3.14953,-0.0314493,-0.076511,-2.41973,0.199491,-0.119346,4.8149,2.95314,-0.0239694,-0.0487978,-0.86367,0.199491,0.0194175,6.92693,5.25737,0.0139595,-0.0953573,-0.854067,0.199491,-0.180889,5.17068,5.36424,-1.52115,0.731327,0.067645,0.199645,-0.916185,7.45848,2.29169,-1.50282,0.706195,0.114008,0.199491,
3.636,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.84436,5.34249,2.6203,0.0124041,-0.102884,-2.42969,0.199491,2.41108,5.31697,3.15426,-0.0324292,-0.0763043,-2.4185,0.199491,-0.119567,4.81502,2.95324,-0.0222862,-0.0502339,-0.863719,0.199491,0.0134969,6.93045,5.27155,0.00955932,-0.0926414,-0.853193,0.199491,-0.18479,5.1606,5.37147,-1.52166,0.729748,0.0689217,0.199645,-0.917048,7.45856,2.29222,-1.50243,0.708033,0.114408,0.199491,
3.6461,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.84965,5.34062,2.62193,0.0140951,-0.102453,-2.4293,0.199491,2.41504,5.31311,3.15898,-0.0337217,-0.07645,-2.41725,0.199491,-0.119793,4.81515,2.95333,-0.0206422,-0.0516342,-0.863769,0.199491,0.00751322,6.934,5.28574,0.00916198,-0.0933962,-0.852682,0.199491,-0.18874,5.15048,5.37871,-1.52188,0.731334,0.0703905,0.199645,-0.917908,7.45869,2.29271,-1.50224,0.708493,0.114665,0.199491,
3.6562,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.85472,5.3388,2.62352,0.0155946,-0.10218,-2.4289,0.199491,2.41884,5.30936,3.16354,-0.0344205,-0.0759531,-2.41608,0.199491,-0.120016,4.81528,2.95343,-0.0193246,-0.0527466,-0.863802,0.199491,0.00176344,6.93741,5.29947,0.00959325,-0.0948233,-0.852273,0.199491,-0.192549,5.14066,5.38571,-1.52237,0.729935,0.071612,0.199645,-0.918764,7.45882,2.29324,-1.50147,0.712843,0.115297,0.199491,
3.6663,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.85938,5.33708,2.62501,0.0167961,-0.102143,-2.42851,0.199491,2.4223,5.30586,3.16779,-0.0357089,-0.0762559,-2.41494,0.199491,-0.120185,4.81541,2.95354,-0.0183553,-0.0535673,-0.863819,0.199491,-0.00352024,6.94048,5.31223,0.00527009,-0.0920335,-0.851452,0.199491,-0.196181,5.13155,5.39225,-1.52279,0.728966,0.0727451,0.199645,-0.919535,7.45891,2.29379,-1.50142,0.712468,0.115456,0.199491,
