time,0_rod(payload_bars compound_BS8eug).X,0_rod(payload_bars compound_BS8eug).Y,0_rod(payload_bars compound_BS8eug).Z,0_rod(payload_bars compound_BS8eug).Euler1,0_rod(payload_bars compound_BS8eug).Euler2,0_rod(payload_bars compound_BS8eug).Euler3,0_rod(payload_bars compound_BS8eug).mass,1_rod(payload_bars compound_BS8eug).X,1_rod(payload_bars compound_BS8eug).Y,1_rod(payload_bars compound_BS8eug).Z,1_rod(payload_bars compound_BS8eug).Euler1,1_rod(payload_bars compound_BS8eug).Euler2,1_rod(payload_bars compound_BS8eug).Euler3,1_rod(payload_bars compound_BS8eug).mass,2_rod(payload_bars compound_BS8eug).X,2_rod(payload_bars compound_BS8eug).Y,2_rod(payload_bars compound_BS8eug).Z,2_rod(payload_bars compound_BS8eug).Euler1,2_rod(payload_bars compound_BS8eug).Euler2,2_rod(payload_bars compound_BS8eug).Euler3,2_rod(payload_bars compound_BS8eug).mass,3_rod(payload_bars compound_BS8eug).X,3_rod(payload_bars compound_BS8eug).Y,3_rod(payload_bars compound_BS8eug).Z,3_rod(payload_bars compound_BS8eug).Euler1,3_rod(payload_bars compound_BS8eug).Euler2,3_rod(payload_bars compound_BS8eug).Euler3,3_rod(payload_bars compound_BS8eug).mass,4_rod(sense_bar compound_BS8eug).X,4_rod(sense_bar compound_BS8eug).Y,4_rod(sense_bar compound_BS8eug).Z,4_rod(sense_bar compound_BS8eug).Euler1,4_rod(sense_bar compound_BS8eug).Euler2,4_rod(sense_bar compound_BS8eug).Euler3,4_rod(sense_bar compound_BS8eug).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.2524,-0.417303,10.1236,-1.04066,0.0516417,0.100564,1.56189,0.24652,-0.417303,10.1236,-1.04066,0.0516417,0.100564,1.56189,0.24652,-0.417303,10.1236,-1.04066,0.0516417,0.100564,1.56189,0.24652,-0.417303,10.1236,-1.04066,0.0516417,0.100564,1.56189,0.24652,-0.417303,10.1236,-1.04066,0.0516417,0.100564,1.56189,0.24652,-1.14562,10.0827,-0.98789,0.0907689,0.0622187,-0.791046,0.0593527,0.332369,10.1561,-1.1357,0.0192195,0.13229,-0.797982,0.0593527,-0.485621,10.6384,-1.58932,0.0856069,0.113331,0.772428,0.0593527,-0.324835,9.60072,-0.534379,0.112686,0.14084,0.775594,0.0593527,-0.41897,9.58394,-1.57912,3.04231,1.47046,-1.72001,0.0593527,-0.392988,10.655,-0.544388,2.77636,1.46093,-1.98302,0.0593527,
1.2625,-0.432742,10.2805,-1.07955,0.0357246,0.0978265,1.37344,0.24652,-0.432742,10.2805,-1.07955,0.0357246,0.0978265,1.37344,0.24652,-0.432742,10.2805,-1.07955,0.0357246,0.0978265,1.37344,0.24652,-0.432742,10.2805,-1.07955,0.0357246,0.0978265,1.37344,0.24652,-0.432742,10.2805,-1.07955,0.0357246,0.0978265,1.37344,0.24652,-1.16152,10.2438,-1.02535,0.0634215,0.0844898,-0.972583,0.0593527,0.317323,10.3003,-1.17328,0.0957583,0.0620608,-0.97022,0.0593527,-0.500154,10.6885,-1.71144,0.0275044,0.055192,0.587015,0.0593527,-0.34396,9.85577,-0.487315,0.0321729,0.0622188,0.587621,0.0593527,-0.427887,9.65269,-1.51228,-2.03948,1.36738,-0.515645,0.0593527,-0.416273,10.8916,-0.686252,-1.9402,1.3229,-0.418686,0.0593527,
1.2726,-0.449139,10.4263,-1.11886,0.0233232,0.0896326,1.19202,0.24652,-0.449139,10.4263,-1.11886,0.0233232,0.0896326,1.19202,0.24652,-0.449139,10.4263,-1.11886,0.0233232,0.0896326,1.19202,0.24652,-0.449139,10.4263,-1.11886,0.0233232,0.0896326,1.19202,0.24652,-0.449139,10.4263,-1.11886,0.0233232,0.0896326,1.19202,0.24652,-1.17775,10.3965,-1.06347,-0.000785713,0.110464,-1.15896,0.0593527,0.301656,10.4351,-1.2092,0.0828514,0.0734005,-1.15126,0.0593527,-0.511782,10.7149,-1.81397,0.0212882,0.0465887,0.406835,0.0593527,-0.362369,10.116,-0.459508,0.00557614,0.00994528,0.405655,0.0593527,-0.436659,9.73164,-1.43181,-1.76411,1.14979,-0.240161,0.0593527,-0.438393,11.0989,-0.841356,-1.76038,1.13804,-0.235601,0.0593527,
1.2827,-0.464719,10.5628,-1.15833,0.0134565,0.0873294,1.01636,0.24652,-0.464719,10.5628,-1.15833,0.0134565,0.0873294,1.01636,0.24652,-0.464719,10.5628,-1.15833,0.0134565,0.0873294,1.01636,0.24652,-0.464719,10.5628,-1.15833,0.0134565,0.0873294,1.01636,0.24652,-0.464719,10.5628,-1.15833,0.0134565,0.0873294,1.01636,0.24652,-1.19418,10.5381,-1.10498,0.0294422,0.0899613,-1.33669,0.0593527,0.286827,10.5584,-1.24247,-0.0248173,0.102544,-1.3419,0.0593527,-0.523791,10.7202,-1.8947,0.0356736,0.115357,0.226956,0.0593527,-0.383233,10.3766,-0.452822,0.0348467,0.11181,0.226877,0.0593527,-0.446987,9.82299,-1.34132,-1.70299,1.00468,-0.172696,0.0593527,-0.460155,11.274,-1.00572,-1.71955,1.05002,-0.186538,0.0593527,
1.2928,-0.481089,10.6885,-1.19801,0.00266948,0.0842622,0.83554,0.24652,-0.481089,10.6885,-1.19801,0.00266948,0.0842622,0.83554,0.24652,-0.481089,10.6885,-1.19801,0.00266948,0.0842622,0.83554,0.24652,-0.481089,10.6885,-1.19801,0.00266948,0.0842622,0.83554,0.24652,-0.481089,10.6885,-1.19801,0.00266948,0.0842622,0.83554,0.24652,-1.21042,10.6697,-1.14751,0.0526662,0.0841246,-1.51499,0.0593527,0.271275,10.6736,-1.27365,-0.027747,0.0881386,-1.5219,0.0593527,-0.533206,10.7111,-1.95115,0.019845,0.10898,0.0453377,0.0593527,-0.4039,10.6325,-0.470356,0.0210139,0.134664,0.0453655,0.0593527,-0.458031,9.92807,-1.24547,-1.66626,0.857789,-0.130365,0.0593527,-0.480171,11.4155,-1.17569,-1.66521,0.844151,-0.12845,0.0593527,
1.3029,-0.496682,10.8039,-1.23805,-0.00643637,0.0734549,0.650533,0.24652,-0.496682,10.8039,-1.23805,-0.00643637,0.0734549,0.650533,0.24652,-0.496682,10.8039,-1.23805,-0.00643637,0.0734549,0.650533,0.24652,-0.496682,10.8039,-1.23805,-0.00643637,0.0734549,0.650533,0.24652,-0.496682,10.8039,-1.23805,-0.00643637,0.0734549,0.650533,0.24652,-1.22677,10.7909,-1.19013,-0.0138141,0.0774957,-1.7001,0.0593527,0.256304,10.7802,-1.30457,0.0545856,0.0861101,-1.6945,0.0593527,-0.54324,10.6916,-1.98349,0.0156939,0.0268967,-0.13514,0.0593527,-0.4267,10.879,-0.511179,0.0162498,0.0229315,-0.13538,0.0593527,-0.470814,10.0474,-1.14823,-1.63477,0.634833,-0.095678,0.0593527,-0.499402,11.5232,-1.3466,-1.62987,0.58763,-0.0924626,0.0593527,
1.313,-0.512868,10.9089,-1.27827,-0.0134135,0.0608615,0.469634,0.24652,-0.512868,10.9089,-1.27827,-0.0134135,0.0608615,0.469634,0.24652,-0.512868,10.9089,-1.27827,-0.0134135,0.0608615,0.469634,0.24652,-0.512868,10.9089,-1.27827,-0.0134135,0.0608615,0.469634,0.24652,-0.512868,10.9089,-1.27827,-0.0134135,0.0608615,0.469634,0.24652,-1.24288,10.9012,-1.23415,-0.0291743,0.0638228,-1.88122,0.0593527,0.240672,10.8777,-1.33387,0.0351695,0.0839407,-1.87646,0.0593527,-0.551969,10.6646,-1.99184,0.0117327,0.0342012,-0.315789,0.0593527,-0.448748,11.1136,-0.576339,0.0198111,0.00954313,-0.315927,0.0593527,-0.484455,10.1812,-1.05385,-1.61817,0.446419,-0.0742439,0.0593527,-0.516938,11.5972,-1.51374,-1.62119,0.46987,-0.0746441,0.0593527,
1.3231,-0.528587,11.0038,-1.31862,-0.0198579,0.0507903,0.292181,0.24652,-0.528587,11.0038,-1.31862,-0.0198579,0.0507903,0.292181,0.24652,-0.528587,11.0038,-1.31862,-0.0198579,0.0507903,0.292181,0.24652,-0.528587,11.0038,-1.31862,-0.0198579,0.0507903,0.292181,0.24652,-0.528587,11.0038,-1.31862,-0.0198579,0.0507903,0.292181,0.24652,-1.25929,10.9997,-1.27984,0.0164875,0.076552,-2.05868,0.0593527,0.225635,10.9665,-1.36107,-0.0506253,0.0407897,-2.06261,0.0593527,-0.561284,10.6346,-1.97669,-0.0246894,0.0924282,-0.498673,0.0593527,-0.4717,11.3318,-0.664367,-0.0258028,0.0944528,-0.498934,0.0593527,-0.499925,10.328,-0.967081,-1.61049,0.312166,-0.057432,0.0593527,-0.533403,11.6385,-1.67379,-1.61299,0.345024,-0.0577275,0.0593527,
1.3332,-0.544696,11.0881,-1.35891,-0.0246866,0.0396938,0.112153,0.24652,-0.544696,11.0881,-1.35891,-0.0246866,0.0396938,0.112153,0.24652,-0.544696,11.0881,-1.35891,-0.0246866,0.0396938,0.112153,0.24652,-0.544696,11.0881,-1.35891,-0.0246866,0.0396938,0.112153,0.24652,-0.544696,11.0881,-1.35891,-0.0246866,0.0396938,0.112153,0.24652,-1.27543,11.0874,-1.32618,-0.00652298,0.0593879,-2.24035,0.0593527,0.209956,11.0476,-1.38766,-0.0474601,0.0267315,-2.2421,0.0593527,-0.569665,10.6068,-1.9404,-0.0236529,0.0630225,-0.678338,0.0593527,-0.494155,11.5283,-0.773748,-0.033722,0.0754762,-0.679111,0.0593527,-0.516585,10.4866,-0.891719,-1.60215,0.118239,-0.0420801,0.0593527,-0.548111,11.6487,-1.82242,-1.60148,0.0799511,-0.0411053,0.0593527,
1.3433,-0.560365,11.1619,-1.39909,-0.0262873,0.0253463,-0.0700164,0.24652,-0.560365,11.1619,-1.39909,-0.0262873,0.0253463,-0.0700164,0.24652,-0.560365,11.1619,-1.39909,-0.0262873,0.0253463,-0.0700164,0.24652,-0.560365,11.1619,-1.39909,-0.0262873,0.0253463,-0.0700164,0.24652,-0.560365,11.1619,-1.39909,-0.0262873,0.0253463,-0.0700164,0.24652,-1.29157,11.1643,-1.37302,-0.0467133,0.0101783,-2.42159,0.0593527,0.194666,11.1205,-1.41465,0.00488448,0.0688726,-2.41954,0.0593527,-0.579085,10.5843,-1.88542,0.0243014,0.00256955,-0.856956,0.0593527,-0.517234,11.7,-0.901728,0.0297565,-0.00211395,-0.857397,0.0593527,-0.534949,10.6539,-0.831325,-1.59723,-0.100956,-0.028244,0.0593527,-0.56167,11.6302,-1.95573,-1.59708,-0.123555,-0.0278114,0.0593527,
1.3534,-0.576385,11.2254,-1.43942,-0.0248723,0.0115941,-0.2504,0.24652,-0.576385,11.2254,-1.43942,-0.0248723,0.0115941,-0.2504,0.24652,-0.576385,11.2254,-1.43942,-0.0248723,0.0115941,-0.2504,0.24652,-0.576385,11.2254,-1.43942,-0.0248723,0.0115941,-0.2504,0.24652,-0.576385,11.2254,-1.43942,-0.0248723,0.0115941,-0.2504,0.24652,-1.30764,11.2292,-1.41996,-0.0242236,0.025099,-2.60134,0.0593527,0.178821,11.1851,-1.44053,-0.0040107,0.0581558,-2.6005,0.0593527,-0.588553,10.5698,-1.81412,0.00498124,0.0118695,-1.03794,0.0593527,-0.538822,11.8441,-1.04627,0.0218721,0.00191392,-1.03793,0.0593527,-0.554448,10.8278,-0.789509,-1.59648,-0.247435,-0.0145252,0.0593527,-0.573591,11.5867,-2.07065,-1.59794,-0.209162,-0.0132789,0.0593527,
1.3635,-0.592051,11.2786,-1.47935,-0.0227187,-0.00185351,-0.429266,0.24652,-0.592051,11.2786,-1.47935,-0.0227187,-0.00185351,-0.429266,0.24652,-0.592051,11.2786,-1.47935,-0.0227187,-0.00185351,-0.429266,0.24652,-0.592051,11.2786,-1.47935,-0.0227187,-0.00185351,-0.429266,0.24652,-0.592051,11.2786,-1.47935,-0.0227187,-0.00185351,-0.429266,0.24652,-1.32358,11.2821,-1.46742,-0.00976339,0.0479551,-2.78115,0.0593527,0.163276,11.2422,-1.4665,-0.0359569,-0.0214464,-2.78149,0.0593527,-0.599534,10.5663,-1.73044,-0.0564015,0.0272512,-1.21924,0.0593527,-0.560205,11.9581,-1.20356,-0.0588592,0.0281412,-1.21963,0.0593527,-0.57538,11.0038,-0.768553,-1.59768,-0.403197,0.000511114,0.0593527,-0.584673,11.5205,-2.16536,-1.59814,-0.397007,0.00115235,0.0593527,
1.3736,-0.608049,11.3214,-1.51924,-0.0180444,-0.0146497,-0.608978,0.24652,-0.608049,11.3214,-1.51924,-0.0180444,-0.0146497,-0.608978,0.24652,-0.608049,11.3214,-1.51924,-0.0180444,-0.0146497,-0.608978,0.24652,-0.608049,11.3214,-1.51924,-0.0180444,-0.0146497,-0.608978,0.24652,-0.608049,11.3214,-1.51924,-0.0180444,-0.0146497,-0.608978,0.24652,-1.3396,11.3239,-1.51454,-0.0231005,-0.0134615,-2.96141,0.0593527,0.147251,11.2912,-1.49296,-0.0274133,-0.0378028,-2.9613,0.0593527,-0.610531,10.5756,-1.63843,-0.0265468,0.00267092,-1.39856,0.0593527,-0.580147,12.0393,-1.36916,-0.0375684,0.00458997,-1.39862,0.0593527,-0.597109,11.1787,-0.770503,-1.60262,-0.628278,0.0170798,0.0593527,-0.594433,11.4362,-2.2372,-1.60478,-0.669276,0.0192826,0.0593527,
1.3837,-0.623618,11.3539,-1.55847,-0.01057,-0.0269863,-0.789679,0.24652,-0.623618,11.3539,-1.55847,-0.01057,-0.0269863,-0.789679,0.24652,-0.623618,11.3539,-1.55847,-0.01057,-0.0269863,-0.789679,0.24652,-0.623618,11.3539,-1.55847,-0.01057,-0.0269863,-0.789679,0.24652,-0.623618,11.3539,-1.55847,-0.01057,-0.0269863,-0.789679,0.24652,-1.3552,11.3542,-1.56164,-0.0161794,-0.047668,-3.14155,0.0593527,0.131388,11.3319,-1.52098,-0.0161293,0.0174627,-3.14154,0.0593527,-0.62348,10.5987,-1.54236,0.0443098,-0.0108795,-1.57918,0.0593527,-0.599918,12.0873,-1.53964,0.0514688,-0.0107898,-1.57966,0.0593527,-0.620075,11.3478,-0.796301,-1.61448,-0.814188,0.0395834,0.0593527,-0.60355,11.3382,-2.28559,-1.61488,-0.810861,0.0402727,0.0593527,
1.3938,-0.639579,11.3761,-1.59775,-0.00115766,-0.0378539,-0.970509,0.24652,-0.639579,11.3761,-1.59775,-0.00115766,-0.0378539,-0.970509,0.24652,-0.639579,11.3761,-1.59775,-0.00115766,-0.0378539,-0.970509,0.24652,-0.639579,11.3761,-1.59775,-0.00115766,-0.0378539,-0.970509,0.24652,-0.639579,11.3761,-1.59775,-0.00115766,-0.0378539,-0.970509,0.24652,-1.3711,11.3727,-1.60739,-0.0130011,-0.00441561,2.96136,0.0593527,0.11518,11.3647,-1.54944,-0.0155131,0.0106897,2.96134,0.0593527,-0.637108,10.6362,-1.44616,0.0155763,-0.0188889,-1.75952,0.0593527,-0.617305,12.1011,-1.71037,0.032354,-0.0156727,-1.75998,0.0593527,-0.643449,11.5069,-0.846852,-1.62958,-0.944606,0.0659019,0.0593527,-0.611688,11.2309,-2.3098,-1.62762,-0.913104,0.0653031,0.0593527,
1.4039,-0.65512,11.3883,-1.63653,0.0102093,-0.0473038,-1.15098,0.24652,-0.65512,11.3883,-1.63653,0.0102093,-0.0473038,-1.15098,0.24652,-0.65512,11.3883,-1.63653,0.0102093,-0.0473038,-1.15098,0.24652,-0.65512,11.3883,-1.63653,0.0102093,-0.0473038,-1.15098,0.24652,-0.65512,11.3883,-1.63653,0.0102093,-0.0473038,-1.15098,0.24652,-1.38649,11.3797,-1.65233,-0.00814603,-0.0136634,2.7813,0.0593527,0.0989577,11.3892,-1.57945,0.0102928,-0.0627223,2.7806,0.0593527,-0.653014,10.6875,-1.35483,-0.0359831,-0.048221,-1.93773,0.0593527,-0.634017,12.0814,-1.87707,-0.0386489,-0.049247,-1.93774,0.0593527,-0.667422,11.6513,-0.92114,-1.67021,-1.13761,0.116533,0.0593527,-0.619877,11.1174,-2.31077,-1.67555,-1.15262,0.12181,0.0593527,
1.414,-0.671067,11.3903,-1.67486,0.0233456,-0.0543648,-1.331,0.24652,-0.671067,11.3903,-1.67486,0.0233456,-0.0543648,-1.331,0.24652,-0.671067,11.3903,-1.67486,0.0233456,-0.0543648,-1.331,0.24652,-0.671067,11.3903,-1.67486,0.0233456,-0.0543648,-1.331,0.24652,-0.671067,11.3903,-1.67486,0.0233456,-0.0543648,-1.331,0.24652,-1.4022,11.3757,-1.69645,0.0268951,-0.0715887,2.59981,0.0593527,0.0825484,11.4048,-1.61138,0.0310764,-0.0782857,2.5995,0.0593527,-0.669312,10.7514,-1.27209,0.00939491,-0.0444833,-2.11942,0.0593527,-0.648713,12.0292,-2.03551,0.00190828,-0.0490535,-2.1193,0.0593527,-0.691228,11.7774,-1.01861,-1.81499,-1.35694,0.269371,0.0593527,-0.627648,11.0032,-2.28898,-1.8585,-1.38255,0.312888,0.0593527,
1.4241,-0.686561,11.3823,-1.71274,0.0372085,-0.0595247,-1.51148,0.24652,-0.686561,11.3823,-1.71274,0.0372085,-0.0595247,-1.51148,0.24652,-0.686561,11.3823,-1.71274,0.0372085,-0.0595247,-1.51148,0.24652,-0.686561,11.3823,-1.71274,0.0372085,-0.0595247,-1.51148,0.24652,-0.686561,11.3823,-1.71274,0.0372085,-0.0595247,-1.51148,0.24652,-1.41738,11.3607,-1.73891,0.0341967,-0.0648676,2.41928,0.0593527,0.0660941,11.4113,-1.64532,0.00905374,-0.0362322,2.42056,0.0593527,-0.687861,10.826,-1.20187,0.0694755,-0.00983355,-2.3017,0.0593527,-0.662944,11.9462,-2.18208,0.075091,-0.00478168,-2.30192,0.0593527,-0.715365,11.8807,-1.13672,-2.37773,-1.48668,0.842741,0.0593527,-0.635678,10.8915,-2.24742,-2.24037,-1.47331,0.706381,0.0593527,
1.4342,-0.702463,11.3643,-1.75028,0.0521091,-0.0628102,-1.69314,0.24652,-0.702463,11.3643,-1.75028,0.0521091,-0.0628102,-1.69314,0.24652,-0.702463,11.3643,-1.75028,0.0521091,-0.0628102,-1.69314,0.24652,-0.702463,11.3643,-1.75028,0.0521091,-0.0628102,-1.69314,0.24652,-0.702463,11.3643,-1.75028,0.0521091,-0.0628102,-1.69314,0.24652,-1.43285,11.3348,-1.77953,0.0133334,-0.0388023,2.24031,0.0593527,0.0495032,11.4087,-1.68162,0.0095316,-0.0355358,2.24044,0.0593527,-0.707242,10.9086,-1.148,0.0491694,-0.0409949,-2.48167,0.0593527,-0.674752,11.8351,-2.31282,0.0582406,-0.0292908,-2.48225,0.0593527,-0.738829,11.9577,-1.27336,2.2319,-1.45676,2.52707,0.0593527,-0.643836,10.7863,-2.18773,2.32195,-1.468,2.43844,0.0593527,
1.4443,-0.717992,11.3365,-1.78758,0.0678259,-0.0623934,-1.87451,0.24652,-0.717992,11.3365,-1.78758,0.0678259,-0.0623934,-1.87451,0.24652,-0.717992,11.3365,-1.78758,0.0678259,-0.0623934,-1.87451,0.24652,-0.717992,11.3365,-1.78758,0.0678259,-0.0623934,-1.87451,0.24652,-0.717992,11.3365,-1.78758,0.0678259,-0.0623934,-1.87451,0.24652,-1.44799,11.2985,-1.81834,0.051216,-0.0595656,2.0586,0.0593527,0.0328344,11.3967,-1.71993,0.0704357,-0.0698279,2.05736,0.0593527,-0.728663,10.996,-1.11349,0.0325555,-0.0959804,-2.66034,0.0593527,-0.685807,11.6992,-2.42481,0.031117,-0.0987202,-2.66024,0.0593527,-0.761834,12.0056,-1.42484,1.83551,-1.24768,2.93236,0.0593527,-0.652986,10.6893,-2.11335,1.82239,-1.22418,2.94523,0.0593527,
1.4544,-0.733862,11.2989,-1.82426,0.0835243,-0.05897,-2.05445,0.24652,-0.733862,11.2989,-1.82426,0.0835243,-0.05897,-2.05445,0.24652,-0.733862,11.2989,-1.82426,0.0835243,-0.05897,-2.05445,0.24652,-0.733862,11.2989,-1.82426,0.0835243,-0.05897,-2.05445,0.24652,-0.733862,11.2989,-1.82426,0.0835243,-0.05897,-2.05445,0.24652,-1.46321,11.2519,-1.85587,0.0998493,-0.0707093,1.87548,0.0593527,0.0160617,11.374,-1.76059,0.104909,-0.0721514,1.87512,0.0593527,-0.750483,11.0846,-1.1002,0.0679813,-0.0559236,-2.84262,0.0593527,-0.69531,11.5415,-2.51603,0.0660208,-0.0622745,-2.84279,0.0593527,-0.783728,12.0218,-1.58821,1.76564,-1.05588,3.01193,0.0593527,-0.662786,10.6044,-2.02817,1.76468,-1.04565,3.01355,0.0593527,
1.4645,-0.749426,11.2515,-1.86077,0.0982221,-0.0541753,-2.23476,0.24652,-0.749426,11.2515,-1.86077,0.0982221,-0.0541753,-2.23476,0.24652,-0.749426,11.2515,-1.86077,0.0982221,-0.0541753,-2.23476,0.24652,-0.749426,11.2515,-1.86077,0.0982221,-0.0541753,-2.23476,0.24652,-0.749426,11.2515,-1.86077,0.0982221,-0.0541753,-2.23476,0.24652,-1.47831,11.1957,-1.89115,0.0777228,-0.0575062,1.69681,0.0593527,-0.000643785,11.3411,-1.80352,0.0707135,-0.0565592,1.69721,0.0593527,-0.773781,11.1707,-1.11028,0.0897897,0.00666847,-3.0239,0.0593527,-0.704441,11.3663,-2.58432,0.0907231,0.0146152,-3.02397,0.0593527,-0.80496,12.0049,-1.75852,1.74643,-0.922519,3.04417,0.0593527,-0.673609,10.5319,-1.93628,1.75089,-0.943773,3.04116,0.0593527,
1.4746,-0.765255,11.1945,-1.89697,0.112559,-0.0471258,-2.41639,0.24652,-0.765255,11.1945,-1.89697,0.112559,-0.0471258,-2.41639,0.24652,-0.765255,11.1945,-1.89697,0.112559,-0.0471258,-2.41639,0.24652,-0.765255,11.1945,-1.89697,0.112559,-0.0471258,-2.41639,0.24652,-0.765255,11.1945,-1.89697,0.112559,-0.0471258,-2.41639,0.24652,-1.49341,11.1298,-1.92434,0.0717751,-0.0542059,1.51731,0.0593527,-0.0174467,11.297,-1.84913,0.0627207,-0.0545083,1.5178,0.0593527,-0.797664,11.249,-1.14435,0.0962447,-0.0380898,3.07891,0.0593527,-0.712106,11.1781,-2.62896,0.095471,-0.0258576,3.07871,0.0593527,-0.824733,11.9534,-1.93207,1.7295,-0.738113,3.07323,0.0593527,-0.685572,10.4736,-1.84153,1.73048,-0.738144,3.07331,0.0593527,
1.4847,-0.78091,11.1276,-1.9331,0.125059,-0.0358908,-2.59711,0.24652,-0.78091,11.1276,-1.9331,0.125059,-0.0358908,-2.59711,0.24652,-0.78091,11.1276,-1.9331,0.125059,-0.0358908,-2.59711,0.24652,-0.78091,11.1276,-1.9331,0.125059,-0.0358908,-2.59711,0.24652,-0.78091,11.1276,-1.9331,0.125059,-0.0358908,-2.59711,0.24652,-1.50856,11.0547,-1.95585,0.129834,-0.0402167,1.33479,0.0593527,-0.0341492,11.242,-1.89651,0.122619,-0.0420499,1.33509,0.0593527,-0.822462,11.3159,-1.20283,0.1213,-0.0860167,2.89774,0.0593527,-0.719355,10.981,-2.64958,0.121941,-0.0885642,2.89756,0.0593527,-0.843226,11.868,-2.10415,1.71936,-0.515076,3.09575,0.0593527,-0.699078,10.4289,-1.74804,1.71891,-0.492316,3.09656,0.0593527,
1.4948,-0.796718,11.0514,-1.96888,0.135293,-0.0224455,-2.77622,0.24652,-0.796718,11.0514,-1.96888,0.135293,-0.0224455,-2.77622,0.24652,-0.796718,11.0514,-1.96888,0.135293,-0.0224455,-2.77622,0.24652,-0.796718,11.0514,-1.96888,0.135293,-0.0224455,-2.77622,0.24652,-0.796718,11.0514,-1.96888,0.135293,-0.0224455,-2.77622,0.24652,-1.52359,10.9706,-1.98616,0.146489,-0.0247192,1.15431,0.0593527,-0.051006,11.1752,-1.9455,0.160128,-0.0185229,1.15402,0.0593527,-0.847218,11.3673,-1.28471,0.119195,-0.024801,2.71807,0.0593527,-0.726255,10.7788,-2.64685,0.121276,-0.0294132,2.71784,0.0593527,-0.860162,11.7483,-2.27064,1.71851,-0.358358,3.11239,0.0593527,-0.71388,10.3976,-1.66112,1.71931,-0.35994,3.1128,0.0593527,
1.5049,-0.812446,10.9654,-2.0047,0.144268,-0.00879072,-2.95605,0.24652,-0.812446,10.9654,-2.0047,0.144268,-0.00879072,-2.95605,0.24652,-0.812446,10.9654,-2.0047,0.144268,-0.00879072,-2.95605,0.24652,-0.812446,10.9654,-2.0047,0.144268,-0.00879072,-2.95605,0.24652,-0.812446,10.9654,-2.0047,0.144268,-0.00879072,-2.95605,0.24652,-1.53879,10.8782,-2.0148,0.118231,-0.0335249,0.975128,0.0593527,-0.0675742,11.0964,-1.99613,0.133279,-0.0232644,0.974695,0.0593527,-0.872098,11.3986,-1.389,0.0975736,0.031408,2.53744,0.0593527,-0.733349,10.5761,-2.62192,0.093263,0.0376305,2.53716,0.0593527,-0.875881,11.5968,-2.42717,1.7204,-0.211628,3.12876,0.0593527,-0.730015,10.3778,-1.58385,1.72127,-0.228918,3.12924,0.0593527,
1.515,-0.828255,10.8699,-2.04054,0.151091,0.00643347,-3.13686,0.24652,-0.828255,10.8699,-2.04054,0.151091,0.00643347,-3.13686,0.24652,-0.828255,10.8699,-2.04054,0.151091,0.00643347,-3.13686,0.24652,-0.828255,10.8699,-2.04054,0.151091,0.00643347,-3.13686,0.24652,-0.828255,10.8699,-2.04054,0.151091,0.00643347,-3.13686,0.24652,-1.55398,10.7775,-2.04194,0.135227,-0.0156705,0.795055,0.0593527,-0.0841584,11.0049,-2.0482,0.118431,-0.0319271,0.795452,0.0593527,-0.896909,11.4058,-1.5128,0.136893,-0.00148595,2.35785,0.0593527,-0.740285,10.377,-2.57742,0.1294,0.00603047,2.35769,0.0593527,-0.890004,11.4147,-2.56989,1.7242,0.00480083,-3.13747,0.0593527,-0.747642,10.3679,-1.5204,1.72491,0.0142354,-3.13682,0.0593527,
1.5251,-0.844072,10.7646,-2.07652,0.153585,0.0241535,2.96665,0.24652,-0.844072,10.7646,-2.07652,0.153585,0.0241535,2.96665,0.24652,-0.844072,10.7646,-2.07652,0.153585,0.0241535,2.96665,0.24652,-0.844072,10.7646,-2.07652,0.153585,0.0241535,2.96665,0.24652,-0.844072,10.7646,-2.07652,0.153585,0.0241535,2.96665,0.24652,-1.56929,10.6685,-2.06829,0.165745,0.0319301,0.615554,0.0593527,-0.100578,10.9014,-2.10081,0.150427,0.0101187,0.615226,0.0593527,-0.921345,11.3859,-1.65404,0.18281,-0.0153826,2.178,0.0593527,-0.747551,10.1843,-2.51537,0.184244,-0.0163655,2.17773,0.0593527,-0.902721,11.2056,-2.6956,1.7322,0.202913,-3.11953,0.0593527,-0.766731,10.3647,-1.47375,1.73331,0.220327,-3.11866,0.0593527,
