time,0_rod(payload_bars compound_3).X,0_rod(payload_bars compound_3).Y,0_rod(payload_bars compound_3).Z,0_rod(payload_bars compound_3).Euler1,0_rod(payload_bars compound_3).Euler2,0_rod(payload_bars compound_3).Euler3,0_rod(payload_bars compound_3).mass,1_rod(payload_bars compound_3).X,1_rod(payload_bars compound_3).Y,1_rod(payload_bars compound_3).Z,1_rod(payload_bars compound_3).Euler1,1_rod(payload_bars compound_3).Euler2,1_rod(payload_bars compound_3).Euler3,1_rod(payload_bars compound_3).mass,2_rod(payload_bars compound_3).X,2_rod(payload_bars compound_3).Y,2_rod(payload_bars compound_3).Z,2_rod(payload_bars compound_3).Euler1,2_rod(payload_bars compound_3).Euler2,2_rod(payload_bars compound_3).Euler3,2_rod(payload_bars compound_3).mass,3_rod(payload_bars compound_3).X,3_rod(payload_bars compound_3).Y,3_rod(payload_bars compound_3).Z,3_rod(payload_bars compound_3).Euler1,3_rod(payload_bars compound_3).Euler2,3_rod(payload_bars compound_3).Euler3,3_rod(payload_bars compound_3).mass,4_rod(payload_bars compound_3).X,4_rod(payload_bars compound_3).Y,4_rod(payload_bars compound_3).Z,4_rod(payload_bars compound_3).Euler1,4_rod(payload_bars compound_3).Euler2,4_rod(payload_bars compound_3).Euler3,4_rod(payload_bars compound_3).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
4.2117,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.74015,9.83878,3.22081,0.00319756,-0.104944,-2.43184,0.199491,0.213735,5.00365,7.98666,-1.23606,-0.747531,-1.69384,0.199491,-1.15018,6.34093,5.55863,-1.07065,-0.820889,-0.217732,0.199491,-1.72592,8.53412,8.59035,-1.07114,-0.75493,-0.275238,0.199491,-2.91858,7.1752,7.68243,-1.53643,0.816999,1.22494,0.199645,0.480687,8.74248,6.14022,-1.46667,0.783003,1.23823,0.199491,
4.2218,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.65417,9.88215,3.22927,0.00320443,-0.104949,-2.43186,0.199491,0.189115,5.04463,8.01433,-1.00358,-0.711578,-1.84861,0.199491,-1.17327,6.39692,5.529,-1.13576,-0.639598,-0.166215,0.199491,-1.74013,8.62903,8.6089,-1.11036,-0.701669,-0.257041,0.199491,-2.98635,7.22504,7.69804,-1.304,0.853901,1.42029,0.199645,0.484972,8.81024,6.14624,-1.3571,0.804868,1.3331,0.199491,
4.2319,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.64762,9.92043,3.22524,0.0032022,-0.104947,-2.43186,0.199491,0.14138,5.07128,8.04314,-1.26778,-0.748909,-1.67143,0.199491,-1.1781,6.45064,5.52622,-1.08487,-0.909641,-0.205469,0.199491,-1.78159,8.71711,8.65065,-1.11381,-0.742696,-0.258387,0.199491,-3.01833,7.30484,7.661,-1.69301,0.772323,1.14491,0.199645,0.49934,8.83576,6.17023,-1.58239,0.751633,1.18281,0.199491,
4.242,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.63885,9.92851,3.22555,0.00319897,-0.104944,-2.43186,0.199491,0.114927,5.11104,8.07261,-1.0365,-0.721266,-1.8281,0.199491,-1.2018,6.47672,5.54715,-1.17587,-0.606072,-0.134389,0.199491,-1.78438,8.77528,8.65302,-1.12981,-0.754639,-0.254243,0.199491,-3.06293,7.35352,7.63576,-1.34077,0.839307,1.41093,0.199645,0.488521,8.82531,6.21963,-1.30007,0.804709,1.38712,0.199491,
4.2521,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.60143,9.96067,3.22717,0.00320023,-0.104946,-2.43186,0.199491,0.079637,5.14646,8.10536,-1.30831,-0.761474,-1.64078,0.199491,-1.1992,6.51372,5.56971,-1.15197,-0.821365,-0.14528,0.199491,-1.81368,8.79409,8.65364,-1.15602,-0.728027,-0.242564,0.199491,-3.09546,7.40864,7.64573,-1.67575,0.769961,1.17937,0.199645,0.467642,8.84156,6.25614,-1.56002,0.750131,1.21952,0.199491,
4.2622,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.55341,10.0369,3.22404,0.00320525,-0.10495,-2.43186,0.199491,0.0102711,5.16778,8.13374,-1.07879,-0.741509,-1.79791,0.199491,-1.23856,6.52982,5.59683,-1.16072,-0.81457,-0.144059,0.199491,-1.84651,8.81673,8.64856,-1.14328,-0.792139,-0.238236,0.199491,-3.10482,7.45389,7.66002,-1.25516,0.841187,1.49297,0.199645,0.457509,8.87469,6.28228,-1.31481,0.795286,1.39662,0.199491,
4.2723,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.55227,10.0387,3.22397,0.0031999,-0.104945,-2.43187,0.199491,-0.0690045,5.18866,8.16182,-1.28161,-0.762472,-1.66236,0.199491,-1.25961,6.5681,5.64961,-1.20658,-0.619285,-0.122883,0.199491,-1.8679,8.80979,8.65345,-1.17571,-0.730329,-0.212425,0.199491,-3.09709,7.4651,7.67854,-1.62347,0.781911,1.23693,0.199645,0.454753,8.89604,6.28922,-1.5284,0.756752,1.2674,0.199491,
4.2824,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.50632,10.078,3.22539,0.00319918,-0.104945,-2.43186,0.199491,-0.130419,5.20359,8.16527,-1.15859,-0.750479,-1.74988,0.199491,-1.29741,6.5805,5.72507,-1.15705,-0.909366,-0.162272,0.199491,-1.88367,8.77984,8.66522,-1.17063,-0.777588,-0.213614,0.199491,-3.10113,7.49119,7.7066,-1.36331,0.826497,1.42689,0.199645,0.424929,8.88523,6.33855,-1.34626,0.789777,1.4058,0.199491,
4.2925,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.45109,10.1516,3.22275,0.00322333,-0.104967,-2.43182,0.199491,-0.192349,5.22132,8.19559,-1.1765,-0.755791,-1.738,0.199491,-1.32994,6.5893,5.80101,-1.18673,-0.807054,-0.141964,0.199491,-1.91119,8.74847,8.65389,-1.18647,-0.753031,-0.199238,0.199491,-3.09753,7.49102,7.73602,-1.48562,0.806653,1.3441,0.199645,0.387784,8.8723,6.36735,-1.54372,0.75254,1.27831,0.199491,
4.3026,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.41146,10.1943,3.2222,0.00318725,-0.104935,-2.43185,0.199491,-0.267905,5.25279,8.23603,-1.20289,-0.764523,-1.73323,0.199491,-1.3523,6.64997,5.81259,-1.23359,-0.70714,-0.123722,0.199491,-1.90213,8.8405,8.63907,-1.19388,-0.827168,-0.198428,0.199491,-3.11904,7.58488,7.75674,-1.27582,0.820239,1.52379,0.199645,0.406568,8.89881,6.40594,-1.37644,0.780796,1.40895,0.199491,
4.3127,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.29694,10.2915,3.22318,0.00321144,-0.104955,-2.43185,0.199491,-0.360781,5.3048,8.30385,-1.24496,-0.777225,-1.71066,0.199491,-1.4013,6.70089,5.78531,-1.22666,-0.853911,-0.140462,0.199491,-1.93049,8.95703,8.69033,-1.24717,-0.705818,-0.162979,0.199491,-3.14306,7.71207,7.7234,-1.59325,0.783254,1.30347,0.199645,0.444372,9.02095,6.41995,-1.53747,0.75726,1.32433,0.199491,
4.3228,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.22612,10.3865,3.21735,0.00319606,-0.104942,-2.43186,0.199491,-0.43772,5.36053,8.34245,-1.30563,-0.78251,-1.67947,0.199491,-1.42409,6.79312,5.78089,-1.28732,-0.692785,-0.110554,0.199491,-1.93736,9.11377,8.70323,-1.25619,-0.821071,-0.168041,0.199491,-3.1755,7.8341,7.75446,-1.35689,0.803309,1.51238,0.199645,0.490261,9.07832,6.44546,-1.40101,0.777688,1.43744,0.199491,
4.3329,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.18053,10.425,3.2169,0.00319753,-0.104943,-2.43186,0.199491,-0.507738,5.42429,8.3971,-1.28935,-0.782559,-1.7,0.199491,-1.45824,6.86982,5.79807,-1.28546,-0.857809,-0.118839,0.199491,-1.94619,9.24475,8.74704,-1.29689,-0.755294,-0.150657,0.199491,-3.22112,7.92742,7.72656,-1.546,0.777031,1.39149,0.199645,0.485537,9.10923,6.47935,-1.54966,0.753015,1.34659,0.199491,
4.343,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.13513,10.4632,3.21625,0.00319936,-0.104945,-2.43186,0.199491,-0.546224,5.49379,8.43794,-1.36392,-0.798269,-1.65162,0.199491,-1.51329,6.90427,5.83778,-1.3048,-0.863269,-0.0979238,0.199491,-1.96559,9.33866,8.76446,-1.29891,-0.83724,-0.1688,0.199491,-3.29074,8.02629,7.72766,-1.38337,0.781387,1.51484,0.199645,0.458961,9.14033,6.52612,-1.41195,0.764279,1.45261,0.199491,
4.3531,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.08717,10.5383,3.20921,0.00319651,-0.104942,-2.43186,0.199491,-0.613901,5.55177,8.50762,-1.32035,-0.806895,-1.68464,0.199491,-1.52298,6.9645,5.85846,-1.34086,-0.743352,-0.0763419,0.199491,-2.00345,9.40872,8.76208,-1.33587,-0.772538,-0.145977,0.199491,-3.31663,8.12678,7.75076,-1.7446,0.728464,1.28426,0.199645,0.421615,9.16816,6.5771,-1.58091,0.735043,1.34675,0.199491,
4.3632,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.00013,10.5767,3.21286,0.00320436,-0.104949,-2.43186,0.199491,-0.703702,5.62301,8.56341,-1.38445,-0.819992,-1.63606,0.199491,-1.55756,7.01098,5.91606,-1.34514,-0.906236,-0.0746053,0.199491,-2.02714,9.46719,8.76728,-1.35117,-0.825585,-0.121452,0.199491,-3.33132,8.19939,7.75189,-1.26139,0.761107,1.63216,0.199645,0.446059,9.23753,6.62834,-1.37099,0.749891,1.51479,0.199491,
4.3733,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.95413,10.6147,3.21134,0.00319981,-0.104945,-2.43186,0.199491,-0.802939,5.68685,8.61532,-1.367,-0.822586,-1.64857,0.199491,-1.55194,7.08161,5.98925,-1.3907,-0.748528,-0.0477486,0.199491,-2.052,9.4985,8.78271,-1.37261,-0.898727,-0.0975701,0.199491,-3.318,8.26852,7.77163,-1.73325,0.721702,1.33251,0.199645,0.460839,9.26463,6.69088,-1.57599,0.72676,1.4043,0.199491,
4.3834,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.82817,10.685,3.21229,0.00320504,-0.104949,-2.43186,0.199491,-0.867105,5.7454,8.66235,-1.45811,-0.830379,-1.58147,0.199491,-1.57568,7.13039,6.08925,-1.41491,-0.819146,-0.0262287,0.199491,-2.06334,9.50225,8.79405,-1.42012,-0.751735,-0.0625474,0.199491,-3.31684,8.33411,7.79022,-1.34259,0.745747,1.61174,0.199645,0.434628,9.25246,6.78535,-1.3748,0.734282,1.55857,0.199491,
4.3935,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.75448,10.7462,3.20834,0.00320696,-0.104952,-2.43186,0.199491,-0.940024,5.81021,8.70947,-1.40734,-0.83625,-1.61339,0.199491,-1.58126,7.16714,6.19348,-1.43698,-0.942995,-0.00661405,0.199491,-2.10797,9.4997,8.8118,-1.42554,-0.9433,-0.0529721,0.199491,-3.33175,8.38286,7.81271,-1.53797,0.736032,1.48951,0.199645,0.423124,9.26541,6.85608,-1.58548,0.714727,1.44471,0.199491,
4.4036,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.68703,10.8021,3.20431,0.00320817,-0.104952,-2.43187,0.199491,-1.02953,5.85929,8.77037,-1.49612,-0.839034,-1.54011,0.199491,-1.58595,7.23354,6.25558,-1.46143,-0.779443,0.0105135,0.199491,-2.1477,9.51059,8.82764,-1.4604,-0.787279,-0.00892311,0.199491,-3.31839,8.43044,7.87347,-1.32555,0.732497,1.65752,0.199645,0.406867,9.29773,6.92747,-1.37349,0.717314,1.6056,0.199491,
4.4137,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.55946,10.8734,3.2021,0.00322158,-0.104964,-2.43184,0.199491,-1.14726,5.88366,8.8193,-1.46194,-0.848582,-1.57481,0.199491,-1.65156,7.24486,6.29275,-1.47852,-0.867615,0.00757426,0.199491,-2.14384,9.57038,8.8332,-1.48834,-0.905035,0.0238719,0.199491,-3.32318,8.47941,7.89533,-1.47308,0.732962,1.57389,0.199645,0.450998,9.36384,6.9577,-1.52565,0.716783,1.5305,0.199491,
4.4238,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.55517,10.8766,3.20179,0.00319029,-0.104937,-2.43186,0.199491,-1.245,5.92365,8.87723,-1.53424,-0.859766,-1.54293,0.199491,-1.67752,7.27707,6.29117,-1.51082,-0.906987,0.00502049,0.199491,-2.13028,9.65966,8.84518,-1.51137,-0.8229,0.0281407,0.199491,-3.35813,8.58279,7.90268,-1.67414,0.709931,1.46702,0.199645,0.508254,9.36959,6.98841,-1.39544,0.711043,1.63316,0.199491,
4.4339,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.38136,10.951,3.20092,0.00319315,-0.104939,-2.43186,0.199491,-1.27232,5.94535,8.95193,-1.53758,-0.865926,-1.5424,0.199491,-1.6829,7.31449,6.22373,-1.55158,-0.848365,0.047315,0.199491,-2.13697,9.77805,8.88103,-1.55015,-0.871591,0.0320612,0.199491,-3.37952,8.69422,7.88008,-1.34526,0.704585,1.71118,0.199645,0.470619,9.37101,7.02641,-1.63671,0.703282,1.48998,0.199491,
4.444,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.2736,10.9823,3.20216,0.00320969,-0.104954,-2.43186,0.199491,-1.28883,5.96795,8.95561,-1.64025,-0.857793,-1.45501,0.199491,-1.65198,7.34755,6.22998,-1.59479,-0.886396,0.0968539,0.199491,-2.16916,9.95764,8.91224,-1.59231,-0.863276,0.0454851,0.199491,-3.47693,8.77074,7.78223,-1.61821,0.717349,1.55364,0.199645,0.531827,9.39178,7.0957,-1.37687,0.700594,1.67742,0.199491,
4.4541,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.25206,10.9886,3.20239,0.00320459,-0.10495,-2.43187,0.199491,-1.34223,6.00645,8.99606,-1.67857,-0.843631,-1.41752,0.199491,-1.60897,7.40844,6.17069,-1.63396,-0.828864,0.135822,0.199491,-2.16286,10.0893,8.97944,-1.64338,-0.833216,0.0935105,0.199491,-3.50464,8.85767,7.70364,-1.4479,0.710623,1.69738,0.199645,0.582163,9.39516,7.15471,-1.53132,0.706176,1.60381,0.199491,
4.4642,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.06378,11.0616,3.19845,0.00320222,-0.104947,-2.43186,0.199491,-1.40337,6.00619,9.02428,-1.64708,-0.854834,-1.44504,0.199491,-1.62633,7.41147,6.08692,-1.68363,-0.884979,0.174294,0.199491,-2.16296,10.2045,8.95868,-1.67318,-0.841082,0.112443,0.199491,-3.52017,8.95142,7.66704,-1.49151,0.715817,1.6973,0.199645,0.593507,9.408,7.19039,-1.35469,0.692986,1.71635,0.199491,
4.4743,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.865688,11.0991,3.19986,0.003206,-0.10495,-2.43186,0.199491,-1.48545,6.01522,9.03935,-1.78524,-0.849855,-1.34614,0.199491,-1.58399,7.42694,6.06147,-1.71767,-0.836357,0.194702,0.199491,-2.13426,10.2449,8.92473,-1.72591,-0.843366,0.134451,0.199491,-3.50829,9.01729,7.64339,-1.72071,0.725596,1.58754,0.199645,0.657703,9.43123,7.19066,-1.65649,0.712865,1.57395,0.199491,
4.4844,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.779217,11.1351,3.19541,0.00318493,-0.104933,-2.43185,0.199491,-1.60354,6.05214,8.99965,-1.7336,-0.854771,-1.39457,0.199491,-1.56228,7.46787,6.08748,-1.78949,-0.877643,0.22992,0.199491,-2.09981,10.2645,8.91531,-1.77744,-0.845032,0.193252,0.199491,-3.4436,9.10906,7.58065,-1.17153,0.632704,1.96252,0.199645,0.76443,9.38925,7.27976,-1.36933,0.689849,1.79462,0.199491,
4.4945,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.693575,11.1708,3.19034,0.00319638,-0.104942,-2.43185,0.199491,-1.6554,6.10903,8.99707,-1.7814,-0.843916,-1.3507,0.199491,-1.57647,7.53881,6.10916,-1.79072,-0.815765,0.240112,0.199491,-2.1314,10.2842,8.89742,-1.79887,-0.840902,0.219469,0.199491,-3.4173,9.15099,7.5346,-1.5402,0.719298,1.74,0.199645,0.703704,9.39902,7.31081,-1.41866,0.693804,1.77361,0.199491,
4.5046,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.627637,11.1983,3.18596,0.0032128,-0.104956,-2.43187,0.199491,-1.67105,6.18975,8.95556,-1.83352,-0.839764,-1.30234,0.199491,-1.61873,7.58191,6.11769,-1.81166,-0.887414,0.267879,0.199491,-2.19827,10.276,8.83756,-1.79537,-0.835734,0.211829,0.199491,-3.49074,9.17543,7.5428,-1.42198,0.694397,1.82094,0.199645,0.635113,9.46303,7.27272,-1.60315,0.709793,1.66224,0.199491,
4.5147,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.519185,11.2102,3.18562,0.00320449,-0.104949,-2.43187,0.199491,-1.74831,6.24428,8.91267,-1.80648,-0.847296,-1.32188,0.199491,-1.63804,7.64381,6.13207,-1.79405,-0.813906,0.247194,0.199491,-2.24171,10.2675,8.76274,-1.80297,-0.835665,0.227036,0.199491,-3.45207,9.18547,7.55981,-1.70004,0.730148,1.65698,0.199645,0.588681,9.48817,7.22633,-1.55557,0.701207,1.70713,0.199491,
4.5248,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.480336,11.2418,3.17919,0.00320401,-0.104949,-2.43187,0.199491,-1.83773,6.2971,8.83308,-1.84666,-0.835335,-1.2879,0.199491,-1.61427,7.69969,6.15524,-1.85816,-0.878562,0.285707,0.199491,-2.23881,10.2155,8.6948,-1.84642,-0.844382,0.291401,0.199491,-3.39476,9.22633,7.51679,-1.26051,0.650195,1.95981,0.199645,0.641479,9.49256,7.27475,-1.47369,0.697594,1.79354,0.199491,
4.5349,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.437681,11.2767,3.17189,0.00320108,-0.104947,-2.43186,0.199491,-1.88652,6.34361,8.74796,-1.88503,-0.822332,-1.26107,0.199491,-1.64043,7.71184,6.12537,-1.85206,-0.788531,0.276586,0.199491,-2.22215,10.1582,8.64214,-1.85127,-0.793895,0.305736,0.199491,-3.35916,9.27161,7.43118,-1.74112,0.748095,1.65076,0.199645,0.660135,9.48178,7.2929,-1.35656,0.674939,1.89514,0.199491,
4.545,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.352838,11.3115,3.16474,0.00319647,-0.104943,-2.43185,0.199491,-1.89494,6.33131,8.65877,-1.8947,-0.817405,-1.26064,0.199491,-1.62082,7.76603,6.05945,-1.90707,-0.853668,0.323778,0.199491,-2.213,10.1987,8.5668,-1.90737,-0.862773,0.320064,0.199491,-3.3524,9.32118,7.34229,-1.24039,0.654074,1.99625,0.199645,0.617143,9.46652,7.24432,-1.62792,0.735046,1.72525,0.199491,
4.5551,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.3105,11.3461,3.15693,0.00320065,-0.104946,-2.43186,0.199491,-1.88767,6.36917,8.5513,-1.8908,-0.798865,-1.25776,0.199491,-1.59855,7.81883,5.95817,-1.86036,-0.734884,0.298781,0.199491,-2.24674,10.272,8.52625,-1.87324,-0.763346,0.284335,0.199491,-3.41115,9.36811,7.26248,-1.72536,0.768889,1.68709,0.199645,0.619048,9.50229,7.16736,-1.32767,0.683727,1.92687,0.199491,
4.5652,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.268309,11.3462,3.15698,0.00320504,-0.10495,-2.43186,0.199491,-1.90861,6.37629,8.46908,-1.90228,-0.783249,-1.24524,0.199491,-1.60125,7.87046,5.86002,-1.9032,-0.787868,0.336824,0.199491,-2.23795,10.3339,8.48238,-1.92298,-0.829619,0.328709,0.199491,-3.39281,9.39655,7.14364,-1.22228,0.662262,2.03492,0.199645,0.627229,9.52067,7.11557,-1.57544,0.74305,1.77451,0.199491,
4.5753,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.268279,11.3806,3.14898,0.00319863,-0.104944,-2.43186,0.199491,-1.93058,6.38709,8.37865,-1.93748,-0.770335,-1.21914,0.199491,-1.55004,7.89097,5.7724,-1.95394,-0.830252,0.371578,0.199491,-2.23578,10.3416,8.40561,-1.90882,-0.74681,0.316812,0.199491,-3.38994,9.45516,7.05163,-1.79028,0.795728,1.66416,0.199645,0.628392,9.50404,7.10675,-1.34221,0.699455,1.93371,0.199491,
4.5854,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.184066,11.4139,3.14093,0.00319338,-0.10494,-2.43185,0.199491,-1.92875,6.38018,8.29898,-1.95234,-0.767252,-1.20469,0.199491,-1.53336,7.88686,5.70753,-1.92242,-0.716671,0.363372,0.199491,-2.22528,10.3365,8.32293,-1.95955,-0.802777,0.344877,0.199491,-3.37367,9.49426,6.96086,-1.20002,0.663342,2.07941,0.199645,0.617854,9.49469,7.07903,-1.59358,0.761973,1.78666,0.199491,
4.5955,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.144156,11.4443,3.13339,0.00320097,-0.104946,-2.43186,0.199491,-1.94195,6.39753,8.21867,-1.97456,-0.749641,-1.17519,0.199491,-1.49076,7.91852,5.63568,-1.99123,-0.814465,0.420496,0.199491,-2.26816,10.3425,8.2606,-1.9428,-0.742731,0.347783,0.199491,-3.3842,9.5184,6.87391,-1.65249,0.803285,1.78088,0.199645,0.612457,9.50027,7.05314,-1.30209,0.693637,1.98094,0.199491,
4.6056,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.113561,11.4723,3.1264,0.00320754,-0.104952,-2.43187,0.199491,-1.9452,6.40106,8.13731,-1.95331,-0.739334,-1.1728,0.199491,-1.4635,7.95538,5.591,-1.92353,-0.670817,0.393525,0.199491,-2.29927,10.3477,8.21535,-1.97042,-0.768884,0.382258,0.199491,-3.38158,9.50476,6.79691,-1.27973,0.719472,2.0518,0.199645,0.603226,9.52313,7.01949,-1.55953,0.766999,1.82424,0.199491,
4.6157,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-0.100453,11.4829,3.12373,0.00320336,-0.104949,-2.43186,0.199491,-1.94441,6.40471,8.05453,-1.9981,-0.712315,-1.13213,0.199491,-1.41913,7.97536,5.55594,-1.98719,-0.738601,0.446342,0.199491,-2.32026,10.3404,8.16138,-1.95947,-0.71017,0.381512,0.199491,-3.3709,9.5257,6.71645,-1.44779,0.787466,1.94807,0.199645,0.594674,9.49723,7.01838,-1.33404,0.715165,1.98765,0.199491,
