tgDataLogger2 started logging at time 01232019_205945, with 1 sensors on 1 senseable objects.
time,0_rod(rod).X,0_rod(rod).Y,0_rod(rod).Z,0_rod(rod).Euler1,0_rod(rod).Euler2,0_rod(rod).Euler3,0_rod(rod).mass,
2.6,2.59571,2.05789,0.795471,-0.0250745,-0.392381,-3.07569,1.99491,
2.7,2.36594,2.1196,0.775189,-0.0122867,-0.102253,-3.01215,1.99491,
2.8,2.14612,2.12501,0.794405,0.0044168,0.178984,-3.00585,1.99491,
2.9,1.93946,2.09556,0.857261,0.0188131,0.453889,-3.03234,1.99491,
3,1.75738,2.04279,0.969071,0.028385,0.723542,-3.08268,1.99491,
3.1,1.62002,2.02264,1.13266,-0.0327157,0.987772,3.12922,1.99491,
3.2,1.54907,2.05981,1.32047,-0.0566226,1.24405,-3.13485,1.99491,
3.3,1.53038,2.07937,1.51179,-0.237062,1.49286,2.98753,1.99491,
3.4,1.56456,2.08795,1.69423,-3.02214,1.40004,0.209269,1.99491,
3.5,1.64836,2.08967,1.85416,-3.08062,1.15897,0.148421,1.99491,
3.6,1.77496,2.08853,1.97635,-3.09088,0.920983,0.129758,1.99491,
3.7,1.9311,2.08628,2.04823,-3.09265,0.686596,0.114951,1.99491,
3.8,2.09854,2.08418,2.0614,-3.0904,0.455626,0.0996503,1.99491,
3.9,2.25709,2.08163,2.01601,-3.08585,0.227058,0.080517,1.99491,
4,2.38563,2.07988,1.91688,-3.07825,0.00016047,0.0568162,1.99491,
4.1,2.46479,2.07851,1.77818,-3.06807,-0.224833,0.026566,1.99491,
4.2,2.48206,2.07726,1.62223,-3.05525,-0.44771,-0.0109944,1.99491,
4.3,2.435,2.07566,1.47499,-3.03954,-0.668692,-0.0554738,1.99491,
4.4,2.33248,2.07319,1.3617,-3.01951,-0.888575,-0.106375,1.99491,
4.5,2.19307,2.06933,1.30263,-2.99058,-1.10842,-0.16524,1.99491,
4.6,2.04299,2.06385,1.31002,-2.92853,-1.32833,-0.251538,1.99491,
4.7,1.91221,2.05586,1.38302,-2.09042,-1.53777,-1.1024,1.99491,
4.8,1.82964,2.04428,1.50795,-0.0163124,-1.36559,3.11121,1.99491,
4.9,1.81983,2.05351,1.63612,0.00504795,-1.17358,3.08043,1.99491,
5,1.81983,2.05351,1.63612,0.00504785,-1.17358,3.08043,1.99491,
5.1,1.72855,1.99138,1.44731,-0.000406308,-1.17507,3.1403,1.99491,
5.2,1.7236,1.98576,1.39942,-5.10995e-05,-1.17359,3.14103,1.99491,
5.3,1.61049,1.99263,1.24684,-0.00765564,-1.17556,3.13743,1.99491,
5.4,1.32449,2.276,1.01177,0.00504802,-1.17358,3.08043,1.99491,
5.5,0.887061,3.13075,0.750279,0.00504802,-1.17358,3.08043,1.99491,
5.6,0.886956,2.67371,0.750197,0.00504802,-1.17358,3.08043,1.99491,
5.7,0.864811,2.14078,0.863406,0.182639,-0.9136,2.89105,1.99491,
5.8,0.938604,2.06668,1.03173,-0.0775931,-0.53124,-3.12616,1.99491,
5.9,1.0957,2.14435,1.0276,0.086683,-0.242964,2.98835,1.99491,
6,1.26315,2.16088,1.0239,-0.0299808,0.0224532,2.96746,1.99491,
6.1,1.43174,2.0474,1.02861,-0.0357484,0.312725,-3.11566,1.99491,
6.2,1.57766,2.14464,0.942889,0.0406289,0.610633,3.01139,1.99491,
6.3,1.7184,2.15468,0.848966,-0.112644,0.887481,2.90077,1.99491,
6.4,1.85811,2.04981,0.746387,-0.101729,1.19324,3.08425,1.99491,
6.5,1.9274,2.1342,0.586358,0.180882,1.50143,-3.10576,1.99491,
6.6,1.96741,2.15621,0.42049,-2.7743,1.3326,0.209625,1.99491,
6.7,1.99367,2.06972,0.248855,-2.99752,1.03117,0.132336,1.99491,
6.8,1.93683,2.11154,0.0781128,3.11191,0.716649,-0.137064,1.99491,
6.9,1.83352,2.15766,-0.0599863,-3.05709,0.41467,-0.119872,1.99491,
7,1.81408,2.15037,-0.0854081,-3.09647,0.353958,-0.142619,1.99491,
7.1,1.81408,2.15037,-0.0854081,-3.09647,0.353958,-0.142619,1.99491,
7.2,1.81408,2.15037,-0.0854081,-3.09647,0.353958,-0.142619,1.99491,
7.3,1.91487,2.05747,-0.231423,-3.11432,0.352716,-0.0865273,1.99491,
7.4,2.20607,1.97191,-0.334836,3.13962,0.352119,-0.00477067,1.99491,
7.5,2.4898,1.97566,-0.460649,3.12351,0.353951,-0.00121731,1.99491,
7.6,2.83852,1.99992,-0.531886,-3.14067,0.345128,0.000753641,1.99491,
7.7,3.21137,1.99708,-0.671618,3.13815,0.360206,-0.00151356,1.99491,
7.8,3.68269,1.85962,-0.781262,3.0761,0.342003,-0.0242042,1.99491,
7.9,4.25817,1.73466,-0.913711,3.10204,0.345865,-0.0303424,1.99491,
8,5.12257,1.86516,-1.12365,-3.07153,0.370717,0.0645134,1.99491,
8.1,6.30642,1.65823,-1.43188,-3.10953,0.359308,-0.00852715,1.99491,
8.2,6.79503,1.93593,-1.52573,3.13904,0.347882,-0.0100331,1.99491,
8.3,7.41541,1.88113,-1.81452,-3.0464,0.341836,-0.00555753,1.99491,
8.4,8.22634,1.5797,-2.02081,-3.00547,0.357786,0.109658,1.99491,
8.5,8.89924,1.87541,-2.06858,-3.1301,0.361671,0.0328909,1.99491,
8.6,9.39112,1.37441,-2.28023,-3.13461,0.347584,-0.0229804,1.99491,
8.7,9.40081,1.55556,-2.43438,3.03993,0.35202,-0.0208478,1.99491,
8.8,7.69046,1.58995,-2.04451,-3.09089,0.385633,0.0218991,1.99491,
8.9,4.27655,2.62585,-1.66932,-3.09647,0.353958,-0.14262,1.99491,
9,3.37979,4.22435,-1.54833,-3.09647,0.353958,-0.14262,1.99491,
9.1,2.82672,4.90776,-1.51253,-3.09647,0.353958,-0.14262,1.99491,
9.2,2.34522,5.62906,-1.4388,-3.09647,0.353958,-0.14262,1.99491,
9.3,1.91351,6.35663,-1.41191,-3.09647,0.353958,-0.14262,1.99491,
9.4,1.52943,7.16138,-1.38745,-3.09647,0.353958,-0.14262,1.99491,
9.5,1.42809,7.3214,-1.37592,-3.09647,0.353958,-0.14262,1.99491,
9.6,1.42809,7.3214,-1.37592,-3.09647,0.353958,-0.14262,1.99491,
9.7,1.42809,7.3214,-1.37592,-3.09647,0.353958,-0.14262,1.99491,
9.8,1.42809,7.03096,-1.37592,-3.09647,0.353958,-0.14262,1.99491,
9.9,1.42809,5.78558,-1.37592,-3.09647,0.353958,-0.14262,1.99491,
10,1.42809,3.5592,-1.37592,-3.09647,0.353958,-0.14262,1.99491,
10.1,1.54634,2.10593,-1.25481,-3.00567,0.660104,0.0456546,1.99491,
10.2,1.59253,2.13312,-0.978884,-3.00849,1.12517,-0.0123658,1.99491,
10.3,1.53217,2.0403,-0.768654,-2.85984,1.42405,0.289616,1.99491,
10.4,1.38172,2.14088,-0.603353,-0.507644,1.37084,2.52397,1.99491,
10.5,1.21771,2.14253,-0.463249,-0.134241,1.08362,2.88105,1.99491,
10.6,1.0255,2.06165,-0.351584,0.0166957,0.77746,3.08875,1.99491,
10.7,0.791861,2.08317,-0.337513,-0.0826127,0.453317,3.05746,1.99491,
10.8,0.587801,2.14034,-0.40718,-0.0894527,0.137486,3.00533,1.99491,
10.9,0.406224,2.12819,-0.514812,-0.0565182,-0.170647,3.02409,1.99491,
11,0.254918,2.04995,-0.672022,0.0183461,-0.480857,3.08257,1.99491,
11.1,0.192392,2.08158,-0.891119,-0.112207,-0.797432,-3.09819,1.99491,
11.2,0.219604,2.13473,-1.09916,-0.226795,-1.10454,-3.0435,1.99491,
11.3,0.293708,2.12826,-1.29087,-0.476459,-1.40385,-2.78685,1.99491,
11.4,0.420027,2.06367,-1.46036,-3.10821,-1.41331,-0.100569,1.99491,
11.5,0.619946,2.06196,-1.56162,-2.9989,-1.09422,-0.128603,1.99491,
11.6,0.82676,2.12436,-1.56468,-2.97966,-0.778545,-0.183337,1.99491,
11.7,1.01929,2.13251,-1.51132,-3.01934,-0.47459,-0.14998,1.99491,
11.8,1.19221,2.09023,-1.40629,-3.08786,-0.172954,-0.0901268,1.99491,
11.9,1.31694,2.02721,-1.23053,3.13937,0.13675,0.0279843,1.99491,
12,1.33946,2.10221,-1.02331,-3.02115,0.444737,0.0399215,1.99491,
12.1,1.29029,2.13175,-0.833394,-2.9567,0.746939,0.0813554,1.99491,
12.2,1.23842,2.05663,-0.699253,-3.09819,0.974371,-0.0187873,1.99491,
12.3,1.23842,2.05663,-0.699253,-3.09819,0.974371,-0.0187873,1.99491,
12.4,1.20128,2.30454,-0.468726,-3.09819,0.974371,-0.0187882,1.99491,
12.5,1.15818,2.53585,-0.315262,-3.09819,0.974371,-0.0187882,1.99491,
12.6,1.15818,2.53585,-0.315262,-3.09819,0.974371,-0.0187882,1.99491,
12.7,1.15818,2.53585,-0.315262,-3.09819,0.974371,-0.0187882,1.99491,
12.8,1.15818,2.53585,-0.315262,-3.09819,0.974371,-0.0187882,1.99491,
12.9,1.12177,2.76137,-0.129369,-3.09819,0.974371,-0.0187882,1.99491,
13,0.566678,7.43401,0.730127,-3.09819,0.974371,-0.0187882,1.99491,
13.1,1.61309,13.9652,0.797812,-3.09819,0.974371,-0.0187882,1.99491,
13.2,3.39726,22.2152,-0.12624,-3.09819,0.974371,-0.0187882,1.99491,
13.3,5.18143,29.4841,-1.05029,-3.09819,0.974371,-0.0187882,1.99491,
13.4,6.9656,35.772,-1.97435,-3.09819,0.974371,-0.0187882,1.99491,
13.5,8.74977,41.0789,-2.8984,-3.09819,0.974371,-0.0187882,1.99491,
13.6,10.5339,45.4048,-3.82245,-3.09819,0.974371,-0.0187882,1.99491,
13.7,12.3181,48.7498,-4.7465,-3.09819,0.974371,-0.0187882,1.99491,
13.8,14.1023,51.1137,-5.67056,-3.09819,0.974371,-0.0187882,1.99491,
13.9,15.8864,52.4966,-6.59461,-3.09819,0.974371,-0.0187882,1.99491,
14,17.6706,52.8985,-7.51866,-3.09819,0.974371,-0.0187882,1.99491,
14.1,19.4548,52.3194,-8.44272,-3.09819,0.974371,-0.0187882,1.99491,
14.2,21.239,50.7593,-9.36677,-3.09819,0.974371,-0.0187882,1.99491,
14.3,23.0231,48.2183,-10.2908,-3.09819,0.974371,-0.0187882,1.99491,
14.4,24.8073,44.6962,-11.2149,-3.09819,0.974371,-0.0187882,1.99491,
14.5,26.5915,40.1931,-12.1389,-3.09819,0.974371,-0.0187882,1.99491,
14.6,28.3756,34.709,-13.063,-3.09819,0.974371,-0.0187882,1.99491,
14.7,30.1598,28.2439,-13.987,-3.09819,0.974371,-0.0187882,1.99491,
14.8,31.944,20.7979,-14.9111,-3.09819,0.974371,-0.0187882,1.99491,
14.9,33.7281,12.3708,-15.8351,-3.09819,0.974371,-0.0187882,1.99491,
15,35.5123,2.96269,-16.7592,-3.09819,0.974371,-0.0187882,1.99491,
15.1,35.9707,2.69633,-18.1967,-2.18037,0.821741,0.0212069,1.99491,
15.2,36.2536,2.59528,-19.6665,-1.42321,0.681102,-0.273233,1.99491,
15.3,36.3503,2.5293,-20.7905,-1.48519,-0.224913,-0.660529,1.99491,
15.4,36.2461,2.60291,-21.732,-0.845838,-0.939093,-1.27227,1.99491,
15.5,36.0449,2.58676,-22.6481,0.615619,-0.922699,-2.76376,1.99491,
15.6,35.923,2.60094,-23.5843,1.07268,-0.208676,2.943,1.99491,
15.7,35.8202,2.56287,-24.5046,1.11628,0.62686,2.68996,1.99491,
15.8,35.6829,2.5,-25.4217,0.0821201,1.36209,1.65114,1.99491,
15.9,35.7973,2.5,-26.2706,-1.41998,0.733977,0.22311,1.99491,
16,35.937,2.5,-27.1101,-1.58804,-0.10312,0.165973,1.99491,
16.1,36.0768,2.5,-27.9495,-1.79937,-0.936592,0.281144,1.99491,
16.2,36.2167,2.5,-28.789,2.17109,-1.28369,2.52167,1.99491,
16.3,36.3566,2.5,-29.6285,1.65701,-0.476769,2.95544,1.99491,
16.4,36.4964,2.5,-30.4681,1.50768,0.361938,2.96496,1.99491,
16.5,36.6362,2.5,-31.3077,1.15081,1.18303,2.69215,1.99491,
16.6,36.7759,2.5,-32.1473,-1.27794,1.04772,0.33495,1.99491,
16.7,36.9156,2.5,-32.9871,-1.53396,0.217805,0.168929,1.99491,
16.8,37.0553,2.5,-33.8268,-1.69002,-0.620589,0.203153,1.99491,
16.9,37.195,2.5,-34.6666,-2.64351,-1.38365,1.08007,1.99491,
17,37.3346,2.5,-35.5065,1.74099,-0.794343,2.9052,1.99491,
17.1,37.4742,2.5,-36.3463,1.56375,0.0423706,2.97668,1.99491,
17.2,37.6137,2.5,-37.1863,1.36924,0.877711,2.88197,1.99491,
17.3,37.7534,2.5,-38.0262,-0.823116,1.33102,0.762166,1.99491,
17.4,37.893,2.5,-38.8659,-1.47182,0.536315,0.191945,1.99491,
17.5,38.0327,2.5,-39.7055,-1.62265,-0.302335,0.172576,1.99491,
17.6,38.1722,2.5,-40.5449,-1.9285,-1.12772,0.392295,1.99491,
17.7,38.3117,2.5,-41.3842,1.9078,-1.10522,2.76791,1.99491,
17.8,38.4512,2.5,-42.2233,1.61836,-0.278749,2.9703,1.99491,
17.9,38.5906,2.5,-43.0622,1.46661,0.559185,2.94698,1.99491,
18,38.7301,2.5,-43.901,0.753851,1.34666,2.31202,1.99491,
18.1,38.8695,2.5,-44.7396,-1.37754,0.857419,0.253247,1.99491,
18.2,39.0089,2.5,-45.578,-1.56694,0.0231747,0.164785,1.99491,
18.3,39.1483,2.5,-46.4162,-1.74691,-0.811692,0.240554,1.99491,
18.4,39.2877,2.5,-47.2543,2.56992,-1.37569,2.13378,1.99491,
18.5,39.4271,2.5,-48.0923,1.68644,-0.606688,2.9406,1.99491,
18.6,39.5664,2.5,-48.9301,1.53189,0.229827,2.97234,1.99491,
18.7,39.7058,2.5,-49.7677,1.27155,1.05727,2.80119,1.99491,
18.8,39.845,2.5,-50.6051,-1.16016,1.1761,0.440715,1.99491,
18.9,39.9843,2.5,-51.4424,-1.50882,0.356585,0.175934,1.99491,
