time,0_rod(payload_bars compound_4iIKV1).X,0_rod(payload_bars compound_4iIKV1).Y,0_rod(payload_bars compound_4iIKV1).Z,0_rod(payload_bars compound_4iIKV1).Euler1,0_rod(payload_bars compound_4iIKV1).Euler2,0_rod(payload_bars compound_4iIKV1).Euler3,0_rod(payload_bars compound_4iIKV1).mass,1_rod(payload_bars compound_4iIKV1).X,1_rod(payload_bars compound_4iIKV1).Y,1_rod(payload_bars compound_4iIKV1).Z,1_rod(payload_bars compound_4iIKV1).Euler1,1_rod(payload_bars compound_4iIKV1).Euler2,1_rod(payload_bars compound_4iIKV1).Euler3,1_rod(payload_bars compound_4iIKV1).mass,2_rod(payload_bars compound_4iIKV1).X,2_rod(payload_bars compound_4iIKV1).Y,2_rod(payload_bars compound_4iIKV1).Z,2_rod(payload_bars compound_4iIKV1).Euler1,2_rod(payload_bars compound_4iIKV1).Euler2,2_rod(payload_bars compound_4iIKV1).Euler3,2_rod(payload_bars compound_4iIKV1).mass,3_rod(payload_bars compound_4iIKV1).X,3_rod(payload_bars compound_4iIKV1).Y,3_rod(payload_bars compound_4iIKV1).Z,3_rod(payload_bars compound_4iIKV1).Euler1,3_rod(payload_bars compound_4iIKV1).Euler2,3_rod(payload_bars compound_4iIKV1).Euler3,3_rod(payload_bars compound_4iIKV1).mass,4_rod(payload_bars compound_4iIKV1).X,4_rod(payload_bars compound_4iIKV1).Y,4_rod(payload_bars compound_4iIKV1).Z,4_rod(payload_bars compound_4iIKV1).Euler1,4_rod(payload_bars compound_4iIKV1).Euler2,4_rod(payload_bars compound_4iIKV1).Euler3,4_rod(payload_bars compound_4iIKV1).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.2524,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.61609,5.35767,2.63443,-0.0296068,-0.115834,-2.43022,0.199491,2.44378,5.39308,3.07224,-0.0492121,-0.109332,-2.44032,0.199491,-0.0428705,4.81875,2.96728,-0.0984734,0.0117263,-0.861055,0.199491,0.181411,6.92422,5.08969,0.048826,-0.113182,-0.886186,0.199491,-0.073501,5.29112,5.29354,-1.51926,0.689655,0.0457006,0.199645,-0.789904,7.44758,2.31393,-1.51523,0.663121,0.0964833,0.199491,
1.2625,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.67582,5.37007,2.61266,0.0493997,-0.0385258,-2.44038,0.199491,2.43127,5.376,3.09116,-0.0219606,-0.0795385,-2.43736,0.199491,-0.045918,4.81517,2.96383,-0.148587,0.0569444,-0.864034,0.199491,0.164743,6.90155,5.09422,0.00494976,-0.0757557,-0.866691,0.199491,-0.0703694,5.295,5.28806,-1.51667,0.746009,0.0505412,0.199645,-0.824009,7.45481,2.2953,-1.52121,0.585378,0.0994165,0.199491,
1.2726,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.72738,5.36528,2.59881,0.0520477,-0.0373475,-2.43807,0.199491,2.42358,5.35902,3.11182,-0.0594298,-0.126743,-2.42801,0.199491,-0.058055,4.81164,2.9502,-0.0332295,-0.0422377,-0.864096,0.199491,0.141074,6.89055,5.10364,0.0261163,-0.095138,-0.854652,0.199491,-0.0743573,5.28998,5.283,-1.51403,0.747843,0.0564296,0.199645,-0.854016,7.47137,2.28288,-1.49492,0.755236,0.120847,0.199491,
1.2827,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.76254,5.35677,2.59661,-0.00447253,-0.105565,-2.43181,0.199491,2.42475,5.35218,3.11934,-0.0536649,-0.123793,-2.42639,0.199491,-0.0791341,4.80486,2.93178,0.1464,-0.192707,-0.887153,0.199491,0.108473,6.88845,5.11614,0.0432909,-0.112273,-0.852636,0.199491,-0.106285,5.27121,5.29074,-1.51361,0.734305,0.059053,0.199645,-0.866168,7.47658,2.27854,-1.50967,0.646772,0.108511,0.199491,
1.2928,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.7832,5.35771,2.59125,-0.0131043,-0.122131,-2.43162,0.199491,2.41575,5.35269,3.11298,-0.00183548,-0.0627278,-2.43119,0.199491,-0.087566,4.80591,2.93031,0.0548676,-0.114576,-0.872489,0.199491,0.0759253,6.90708,5.14512,0.0382989,-0.108367,-0.859834,0.199491,-0.13238,5.25063,5.31107,-1.51383,0.73625,0.0613421,0.199645,-0.890582,7.4708,2.27341,-1.49343,0.751661,0.119286,0.199491,
1.3029,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.80271,5.35835,2.58789,-0.0245481,-0.142052,-2.43017,0.199491,2.41177,5.35435,3.10857,-0.000429828,-0.052107,-2.43142,0.199491,-0.109329,4.80766,2.93243,-0.0334214,-0.0384662,-0.865266,0.199491,0.0498684,6.93584,5.18185,0.0138866,-0.0873901,-0.86452,0.199491,-0.150154,5.22948,5.32536,-1.51891,0.701059,0.061075,0.199645,-0.910522,7.46136,2.26646,-1.49833,0.725691,0.114507,0.199491,
1.313,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.81756,5.3491,2.59704,0.0216313,-0.0907596,-2.43259,0.199491,2.41833,5.35026,3.11276,0.0196468,-0.0226831,-2.43142,0.199491,-0.131694,4.80195,2.92868,0.00850513,-0.0727636,-0.869144,0.199491,0.0203348,6.96882,5.21283,0.00278409,-0.0797384,-0.862515,0.199491,-0.169938,5.20599,5.33365,-1.51564,0.746282,0.0672853,0.199645,-0.922993,7.46746,2.25883,-1.51608,0.602554,0.0994804,0.199491,
1.3231,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.83609,5.33618,2.60834,0.0811353,-0.0217296,-2.4319,0.199491,2.42878,5.34649,3.11783,-0.0536819,-0.107335,-2.42548,0.199491,-0.144846,4.79495,2.9157,0.0394126,-0.0959022,-0.873553,0.199491,-0.00876382,6.99163,5.24514,0.0338149,-0.106788,-0.865832,0.199491,-0.190082,5.18185,5.35123,-1.51475,0.742965,0.0703191,0.199645,-0.936769,7.47765,2.25442,-1.49781,0.742741,0.107179,0.199491,
1.3332,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.85546,5.32893,2.61554,0.0826135,-0.0251004,-2.43009,0.199491,2.43728,5.34393,3.12121,-0.0767837,-0.132735,-2.42196,0.199491,-0.154805,4.79021,2.90963,0.00673414,-0.0647824,-0.872087,0.199491,-0.0356439,7.00989,5.27936,0.0127319,-0.0881809,-0.866841,0.199491,-0.206714,5.15824,5.37377,-1.51882,0.696553,0.0695149,0.199645,-0.954413,7.47627,2.25397,-1.49917,0.733425,0.103241,0.199491,
1.3433,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.86784,5.32344,2.6203,-0.000223548,-0.127887,-2.42235,0.199491,2.44127,5.34003,3.12539,0.0336489,-0.00280991,-2.4283,0.199491,-0.16633,4.78717,2.90929,-0.00117514,-0.054916,-0.872421,0.199491,-0.0596887,7.03017,5.31364,-0.00761461,-0.0704339,-0.866059,0.199491,-0.219083,5.13548,5.39054,-1.5166,0.724651,0.0732862,0.199645,-0.97294,7.4754,2.24998,-1.51108,0.637287,0.0937048,0.199491,
1.3534,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.88291,5.31716,2.62559,-0.0171467,-0.152112,-2.41799,0.199491,2.44775,5.33524,3.13205,-0.0245745,-0.0681086,-2.42473,0.199491,-0.177036,4.7825,2.90602,0.00662013,-0.0588673,-0.874097,0.199491,-0.0801573,7.04553,5.34255,0.0235186,-0.0963001,-0.867292,0.199491,-0.230375,5.11653,5.40399,-1.51637,0.728601,0.0752999,0.199645,-0.987225,7.47951,2.2466,-1.49179,0.781948,0.104018,0.199491,
1.3635,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.90186,5.31049,2.63089,0.0582012,-0.0690495,-2.4243,0.199491,2.4538,5.33141,3.14146,-0.0586132,-0.107823,-2.4205,0.199491,-0.183789,4.77772,2.90189,0.000926404,-0.0521198,-0.875038,0.199491,-0.0976537,7.05352,5.36498,0.0032453,-0.0787288,-0.863908,0.199491,-0.238152,5.10364,5.41726,-1.51861,0.696144,0.0755222,0.199645,-1.00045,7.48442,2.24547,-1.50683,0.662541,0.0928993,0.199491,
1.3736,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.91739,5.3095,2.63113,0.0617142,-0.0696066,-2.42453,0.199491,2.45502,5.3291,3.14985,0.0208134,-0.0181776,-2.42413,0.199491,-0.19041,4.77597,2.90072,0.0335042,-0.0785165,-0.87761,0.199491,-0.111062,7.05727,5.38226,-0.00355234,-0.0727723,-0.861479,0.199491,-0.244647,5.09744,5.4263,-1.51377,0.739848,0.0802318,0.199645,-1.0124,7.48797,2.24483,-1.4948,0.746452,0.100984,0.199491,
1.3837,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.93117,5.31204,2.6259,0.0340439,-0.106825,-2.42315,0.199491,2.4519,5.32866,3.15761,-0.0508435,-0.10119,-2.41848,0.199491,-0.192157,4.77697,2.90235,0.0333062,-0.0779154,-0.877308,0.199491,-0.120635,7.0561,5.39141,0.0242676,-0.0963048,-0.861662,0.199491,-0.247771,5.09652,5.43162,-1.51656,0.709058,0.0793751,0.199645,-1.02251,7.49032,2.24298,-1.49646,0.718159,0.101206,0.199491,
1.3938,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.94442,5.31434,2.62086,0.0493278,-0.0929452,-2.42554,0.199491,2.44742,5.329,3.16651,-0.0179124,-0.0661978,-2.42001,0.199491,-0.193176,4.778,2.9049,0.0480555,-0.0905573,-0.878294,0.199491,-0.123012,7.04815,5.39368,-0.00356664,-0.0715785,-0.855796,0.199491,-0.245726,5.10274,5.43192,-1.51557,0.710854,0.0801365,0.199645,-1.02984,7.49336,2.24318,-1.49938,0.681091,0.101233,0.199491,
1.4039,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.95058,5.31485,2.6185,0.071739,-0.0677068,-2.42751,0.199491,2.44269,5.33062,3.17516,0.0119609,-0.035686,-2.42038,0.199491,-0.193177,4.77992,2.90729,0.0751647,-0.113809,-0.880603,0.199491,-0.123095,7.03625,5.38623,0.00935043,-0.0826545,-0.852509,0.199491,-0.239505,5.11366,5.42698,-1.51028,0.744651,0.0840183,0.199645,-1.03425,7.49759,2.24698,-1.48371,0.776542,0.113476,0.199491,
1.414,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.94344,5.31452,2.61975,0.0601793,-0.0792752,-2.42645,0.199491,2.4358,5.33788,3.17825,-0.0616143,-0.122277,-2.41455,0.199491,-0.190947,4.78365,2.91149,0.0833921,-0.121537,-0.880642,0.199491,-0.117573,7.02616,5.37263,0.0305351,-0.100703,-0.853087,0.199491,-0.240511,5.12536,5.42284,-1.51349,0.698569,0.0796748,0.199645,-1.02992,7.49922,2.25462,-1.50025,0.652524,0.10249,0.199491,
1.4241,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.93087,5.31633,2.61924,0.012003,-0.132461,-2.42186,0.199491,2.42533,5.35062,3.17288,0.0109237,-0.0420841,-2.42089,0.199491,-0.184734,4.79264,2.92037,0.0493482,-0.0942076,-0.874619,0.199491,-0.106099,7.01846,5.35722,0.00084042,-0.0736499,-0.852556,0.199491,-0.237223,5.13834,5.41698,-1.50971,0.723627,0.0789353,0.199645,-1.02371,7.49547,2.26533,-1.47985,0.78587,0.116266,0.199491,
1.4342,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.91632,5.3184,2.61887,-0.0133946,-0.157746,-2.41883,0.199491,2.41439,5.36327,3.16766,0.000208127,-0.0538448,-2.42059,0.199491,-0.179769,4.80374,2.93094,0.0328871,-0.0814898,-0.87026,0.199491,-0.0901304,7.00994,5.33792,0.0163253,-0.0859267,-0.854479,0.199491,-0.228302,5.15398,5.40629,-1.5073,0.741403,0.077574,0.199645,-1.01596,7.49169,2.27486,-1.49501,0.682041,0.106491,0.199491,
1.4443,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.90087,5.31877,2.62106,0.00216516,-0.134754,-2.42124,0.199491,2.40385,5.37104,3.16429,-0.0561966,-0.118619,-2.41602,0.199491,-0.173529,4.81105,2.93805,0.0328399,-0.0833311,-0.868377,0.199491,-0.0726256,6.9979,5.31291,0.0351808,-0.102063,-0.854514,0.199491,-0.222193,5.17104,5.39135,-1.51004,0.706645,0.0724748,0.199645,-1.00322,7.4927,2.283,-1.49575,0.677058,0.106399,0.199491,
1.4544,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.88473,5.32194,2.6222,0.0246126,-0.103438,-2.42483,0.199491,2.39466,5.37556,3.16032,0.00456919,-0.0531405,-2.42193,0.199491,-0.16572,4.81526,2.9423,0.0313808,-0.0842807,-0.867202,0.199491,-0.0546265,6.97833,5.2845,0.00692693,-0.0777762,-0.851823,0.199491,-0.215809,5.18851,5.3801,-1.50619,0.740962,0.0724675,0.199645,-0.991628,7.49112,2.29224,-1.4814,0.774505,0.11747,0.199491,
1.4645,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.86951,5.32795,2.61841,0.0217686,-0.102252,-2.42631,0.199491,2.38529,5.37756,3.15542,-0.00196966,-0.062921,-2.42269,0.199491,-0.156395,4.81941,2.9471,0.0210434,-0.0777711,-0.865311,0.199491,-0.035106,6.9571,5.25631,0.0233776,-0.0922032,-0.854313,0.199491,-0.206968,5.20547,5.36963,-1.50554,0.748491,0.0706215,0.199645,-0.980303,7.48393,2.29864,-1.49988,0.653101,0.107618,0.199491,
1.4746,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.85392,5.33501,2.61185,-0.00803556,-0.133034,-2.42499,0.199491,2.37564,5.37614,3.14917,-0.0501851,-0.117084,-2.41915,0.199491,-0.146675,4.82334,2.95173,0.019479,-0.0790738,-0.864194,0.199491,-0.0138635,6.9406,5.22879,0.0461666,-0.112638,-0.855782,0.199491,-0.197881,5.22028,5.35332,-1.51062,0.706128,0.0652101,0.199645,-0.965956,7.4802,2.29927,-1.49054,0.722622,0.116017,0.199491,
1.4847,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.83784,5.34021,2.60738,0.0102986,-0.106408,-2.42879,0.199491,2.37027,5.37159,3.14163,-0.0048613,-0.06466,-2.42448,0.199491,-0.137858,4.82428,2.9535,0.0355914,-0.0956975,-0.865438,0.199491,0.00802674,6.92528,5.20179,0.0111605,-0.083584,-0.851824,0.199491,-0.18729,5.23147,5.33682,-1.50941,0.737278,0.0649893,0.199645,-0.95046,7.47674,2.29828,-1.49191,0.724964,0.117566,0.199491,
1.4948,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.82261,5.34603,2.60217,0.0367502,-0.0699068,-2.43281,0.199491,2.37011,5.3637,3.13281,-0.00927823,-0.068757,-2.42617,0.199491,-0.12844,4.82197,2.9523,0.0392952,-0.101456,-0.866528,0.199491,0.0297603,6.90924,5.17708,0.0185931,-0.0911912,-0.854135,0.199491,-0.176099,5.23967,5.32439,-1.50921,0.762277,0.0644266,0.199645,-0.933693,7.46831,2.29581,-1.50632,0.643617,0.110365,0.199491,
1.5049,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.80297,5.35353,2.59548,-0.00506691,-0.114359,-2.43125,0.199491,2.37302,5.35145,3.12257,-0.0515448,-0.115265,-2.42474,0.199491,-0.117765,4.81605,2.94823,0.0217864,-0.0887503,-0.866526,0.199491,0.0496401,6.89758,5.15499,0.0458367,-0.116296,-0.859309,0.199491,-0.165762,5.24369,5.31285,-1.5161,0.712991,0.0597815,0.199645,-0.916019,7.46119,2.2888,-1.49238,0.754103,0.121154,0.199491,
1.515,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.78578,5.36042,2.58838,-0.0365686,-0.147058,-2.42938,0.199491,2.3808,5.34922,3.11406,-0.0202444,-0.0759205,-2.42915,0.199491,-0.107942,4.81231,2.94528,0.00735851,-0.078579,-0.866318,0.199491,0.0698061,6.89101,5.13817,0.0150293,-0.0914519,-0.858027,0.199491,-0.153309,5.24655,5.30364,-1.51743,0.723355,0.0595842,0.199645,-0.897646,7.45667,2.28117,-1.50801,0.664792,0.112398,0.199491,
1.5251,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.77,5.36671,2.58387,-0.00291685,-0.107982,-2.43376,0.199491,2.38777,5.35253,3.1098,-0.0470742,-0.105989,-2.42778,0.199491,-0.0992016,4.81644,2.94938,-0.026833,-0.050687,-0.862996,0.199491,0.0866811,6.89864,5.13302,0.0229666,-0.0979182,-0.859526,0.199491,-0.138281,5.25644,5.29551,-1.51474,0.759605,0.0605966,0.199645,-0.883285,7.45787,2.28065,-1.51025,0.652322,0.111291,0.199491,
1.5352,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.75632,5.36794,2.58553,0.0295573,-0.0686974,-2.43624,0.199491,2.39841,5.35559,3.10758,-0.0634502,-0.125304,-2.42683,0.199491,-0.0899429,4.81662,2.94797,-0.10056,0.0127613,-0.861583,0.199491,0.0981227,6.90444,5.12905,0.024463,-0.0985818,-0.860228,0.199491,-0.126652,5.26131,5.29277,-1.51755,0.720801,0.0579359,0.199645,-0.873825,7.46268,2.27956,-1.50042,0.721621,0.117199,0.199491,
1.5453,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.75022,5.3647,2.59111,0.0136221,-0.084393,-2.43558,0.199491,2.41208,5.35807,3.10544,-0.0494251,-0.109781,-2.42922,0.199491,-0.085362,4.81194,2.9435,-0.141812,0.0481766,-0.864118,0.199491,0.106255,6.90514,5.12669,0.0154798,-0.0905063,-0.860714,0.199491,-0.118878,5.26192,5.29664,-1.51712,0.727002,0.058132,0.199645,-0.863233,7.46357,2.27788,-1.51146,0.649001,0.108397,0.199491,
1.5554,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.7467,5.36343,2.59579,-0.0175883,-0.120295,-2.43254,0.199491,2.41949,5.36036,3.10244,-0.066566,-0.12811,-2.42799,0.199491,-0.0847905,4.81175,2.94329,-0.169073,0.0721907,-0.865925,0.199491,0.10957,6.91456,5.13206,0.0381151,-0.10857,-0.864757,0.199491,-0.113686,5.26085,5.29809,-1.51526,0.758548,0.0587525,0.199645,-0.86039,7.46332,2.27777,-1.50496,0.699368,0.110902,0.199491,
1.5655,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.74656,5.36196,2.60157,-0.0202695,-0.123544,-2.43214,0.199491,2.42248,5.36282,3.09934,-0.0321093,-0.0859818,-2.43257,0.199491,-0.0870956,4.81231,2.94347,-0.177889,0.0807178,-0.866645,0.199491,0.107546,6.9274,5.14079,0.0148881,-0.0878256,-0.864478,0.199491,-0.112733,5.25713,5.30225,-1.51843,0.727488,0.0564933,0.199645,-0.862217,7.46437,2.27605,-1.50618,0.696724,0.10867,0.199491,
1.5756,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.75228,5.36001,2.6068,0.0272676,-0.0663983,-2.43607,0.199491,2.42755,5.36406,3.09771,-0.0383868,-0.0919596,-2.43244,0.199491,-0.0911513,4.81088,2.94199,-0.168067,0.0730496,-0.866397,0.199491,0.100754,6.93799,5.15047,0.00958554,-0.0836191,-0.866376,0.199491,-0.118405,5.25079,5.30896,-1.51959,0.717486,0.0564783,0.199645,-0.863924,7.46461,2.27562,-1.51549,0.633498,0.101381,0.199491,
1.5857,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.75969,5.35692,2.61235,0.066718,-0.0174763,-2.43662,0.199491,2.43116,5.36365,3.09825,-0.053757,-0.109346,-2.43078,0.199491,-0.0955217,4.80859,2.93915,-0.148075,0.0565949,-0.865809,0.199491,0.0887374,6.94872,5.16211,0.0365821,-0.107826,-0.870876,0.199491,-0.128774,5.24289,5.31631,-1.51693,0.750856,0.0599971,0.199645,-0.866856,7.46754,2.27686,-1.5056,0.713023,0.106387,0.199491,
1.5958,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.76962,5.35366,2.61822,0.0312423,-0.057915,-2.4342,0.199491,2.43211,5.3628,3.09914,-0.0413109,-0.0940771,-2.43182,0.199491,-0.10268,4.80758,2.93656,-0.0968123,0.0132861,-0.864332,0.199491,0.0746124,6.95941,5.17607,0.0150422,-0.0909668,-0.870398,0.199491,-0.142826,5.23217,5.32591,-1.519,0.727431,0.0599115,0.199645,-0.872393,7.46918,2.27777,-1.50767,0.703106,0.103818,0.199491,
1.6059,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.78167,5.35109,2.62196,-0.0164473,-0.114007,-2.4293,0.199491,2.43147,5.36157,3.10058,-0.0157533,-0.063346,-2.43346,0.199491,-0.11041,4.8073,2.93587,-0.0576516,-0.0193948,-0.864581,0.199491,0.0580015,6.97019,5.19318,0.00145712,-0.0804973,-0.871296,0.199491,-0.157121,5.22047,5.3366,-1.52102,0.703899,0.0600442,0.199645,-0.881242,7.46758,2.27911,-1.51488,0.649372,0.0982876,0.199491,
1.616,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.79293,5.34808,2.62437,0.00822325,-0.0876626,-2.43083,0.199491,2.43163,5.35919,3.10432,-0.00141083,-0.0456257,-2.4335,0.199491,-0.117349,4.80603,2.93443,-0.0262266,-0.0453421,-0.865979,0.199491,0.040896,6.98017,5.21193,0.0263863,-0.10234,-0.874859,0.199491,-0.16994,5.20718,5.3477,-1.51863,0.732121,0.063538,0.199645,-0.890885,7.46806,2.27884,-1.50455,0.726615,0.10438,0.199491,
1.6261,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.80581,5.34378,2.62806,0.0474315,-0.0443449,-2.43213,0.199491,2.43558,5.3552,3.11077,-0.0181917,-0.0643399,-2.43133,0.199491,-0.124451,4.80362,2.93184,0.00824043,-0.0737871,-0.868678,0.199491,0.0252489,6.98916,5.23156,0.0199795,-0.0979543,-0.873421,0.199491,-0.180361,5.19395,5.35804,-1.51904,0.725696,0.0654231,0.199645,-0.899046,7.47083,2.27756,-1.50649,0.71104,0.102251,0.199491,
1.6362,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.81912,5.34011,2.63088,0.0490801,-0.0465523,-2.43126,0.199491,2.4404,5.35035,3.11872,-0.0300345,-0.0766123,-2.429,0.199491,-0.129429,4.80183,2.93007,0.0114842,-0.0753085,-0.869385,0.199491,0.0118788,6.99829,5.25324,-0.00261297,-0.0792933,-0.869405,0.199491,-0.186409,5.18093,5.36776,-1.52125,0.701106,0.0659553,0.199645,-0.90733,7.47327,2.27549,-1.51176,0.666317,0.0981575,0.199491,
1.6463,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.83312,5.33844,2.63116,0.0203336,-0.0855585,-2.42904,0.199491,2.44576,5.34468,3.12596,-0.0304107,-0.0751457,-2.42725,0.199491,-0.132242,4.79999,2.92864,-0.0141018,-0.0520773,-0.86825,0.199491,0.0014477,7.00437,5.27628,0.0132728,-0.092204,-0.869021,0.199491,-0.188391,5.1671,5.37838,-1.51955,0.727232,0.0688194,0.199645,-0.916907,7.47471,2.27236,-1.5016,0.737288,0.104733,0.199491,
