time,0_rod(payload_bars compound_0kl1Sd).X,0_rod(payload_bars compound_0kl1Sd).Y,0_rod(payload_bars compound_0kl1Sd).Z,0_rod(payload_bars compound_0kl1Sd).Euler1,0_rod(payload_bars compound_0kl1Sd).Euler2,0_rod(payload_bars compound_0kl1Sd).Euler3,0_rod(payload_bars compound_0kl1Sd).mass,1_rod(payload_bars compound_0kl1Sd).X,1_rod(payload_bars compound_0kl1Sd).Y,1_rod(payload_bars compound_0kl1Sd).Z,1_rod(payload_bars compound_0kl1Sd).Euler1,1_rod(payload_bars compound_0kl1Sd).Euler2,1_rod(payload_bars compound_0kl1Sd).Euler3,1_rod(payload_bars compound_0kl1Sd).mass,2_rod(payload_bars compound_0kl1Sd).X,2_rod(payload_bars compound_0kl1Sd).Y,2_rod(payload_bars compound_0kl1Sd).Z,2_rod(payload_bars compound_0kl1Sd).Euler1,2_rod(payload_bars compound_0kl1Sd).Euler2,2_rod(payload_bars compound_0kl1Sd).Euler3,2_rod(payload_bars compound_0kl1Sd).mass,3_rod(payload_bars compound_0kl1Sd).X,3_rod(payload_bars compound_0kl1Sd).Y,3_rod(payload_bars compound_0kl1Sd).Z,3_rod(payload_bars compound_0kl1Sd).Euler1,3_rod(payload_bars compound_0kl1Sd).Euler2,3_rod(payload_bars compound_0kl1Sd).Euler3,3_rod(payload_bars compound_0kl1Sd).mass,4_rod(payload_bars compound_0kl1Sd).X,4_rod(payload_bars compound_0kl1Sd).Y,4_rod(payload_bars compound_0kl1Sd).Z,4_rod(payload_bars compound_0kl1Sd).Euler1,4_rod(payload_bars compound_0kl1Sd).Euler2,4_rod(payload_bars compound_0kl1Sd).Euler3,4_rod(payload_bars compound_0kl1Sd).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.5453,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.51415,10.2099,2.31561,-0.252879,-0.16478,-2.41738,0.199491,3.46975,10.09,1.83929,-0.172327,-0.135597,-2.45192,0.199491,0.234026,9.17095,1.76563,-0.155884,0.141026,-0.872213,0.199491,0.817824,12.3346,4.60961,0.111423,-0.0821045,-0.932923,0.199491,0.643292,9.83329,4.67619,-1.60277,-0.0015013,-0.032602,0.199645,-0.33877,12.4458,1.28547,-1.58217,-0.00162685,-0.070368,0.199491,
1.5554,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.48633,10.6025,2.5171,0.104147,0.253397,-2.42608,0.199491,3.36575,10.4737,2.04067,-0.000529329,0.0732111,-2.48774,0.199491,0.267684,9.62042,2.0525,-0.255666,0.217286,-0.924205,0.199491,0.830788,12.6199,4.63016,-0.208969,0.158777,-0.969528,0.199491,0.667225,10.346,4.80487,-1.57509,-0.41327,-0.0465404,0.199645,-0.355535,12.7713,1.47123,-1.57177,-0.21648,-0.0711183,0.199491,
1.5655,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.42032,10.9877,2.72376,0.14106,0.299029,-2.45635,0.199491,3.24047,10.8475,2.23543,0.127629,0.239556,-2.49361,0.199491,0.292304,10.0604,2.31525,0.204527,-0.127829,-0.93435,0.199491,0.850833,12.8927,4.66109,-0.368161,0.261108,-1.02204,0.199491,0.678462,10.8604,4.94896,-1.58966,0.000219398,-0.0548166,0.199645,-0.374535,13.0744,1.65674,-1.57373,-0.222144,-0.0665371,0.199491,
1.5756,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.35075,11.3467,2.92381,-0.0111384,0.0926274,-2.52593,0.199491,3.11,11.2056,2.4353,-0.0907649,-0.050566,-2.54226,0.199491,0.319559,10.5194,2.59915,-0.0667277,0.0794558,-0.959679,0.199491,0.883688,13.1687,4.70013,-0.322471,0.236246,-1.02929,0.199491,0.677364,11.3345,5.08754,-1.58319,-0.0296267,-0.0696763,0.199645,-0.395006,13.3774,1.82001,-1.58804,-0.0637741,-0.059328,0.199491,
1.5857,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.28219,11.705,3.12139,-0.16934,-0.163613,-2.55435,0.199491,2.97269,11.5503,2.63906,-0.123753,-0.0920065,-2.57056,0.199491,0.349402,10.9578,2.8753,-0.332973,0.248527,-1.03806,0.199491,0.912834,13.4558,4.74716,0.0658188,0.00200708,-0.998405,0.199491,0.685781,11.8001,5.20726,-1.54489,-0.386291,-0.0943435,0.199645,-0.416022,13.6527,2.0005,-1.58404,-0.194038,-0.0569196,0.199491,
1.5958,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.22052,12.0536,3.32451,-0.122067,-0.119137,-2.59363,0.199491,2.84615,11.8756,2.8373,0.0434083,0.186692,-2.59227,0.199491,0.392304,11.3912,3.14519,-0.0210915,0.0637027,-1.02589,0.199491,0.922805,13.7345,4.8173,0.150154,-0.0408546,-1.02034,0.199491,0.695634,12.2523,5.31186,-1.55816,-0.180887,-0.106963,0.199645,-0.436256,13.9234,2.17924,-1.57763,-0.37977,-0.0569426,0.199491,
1.6059,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.16034,12.3763,3.53103,0.0607336,0.184907,-2.62162,0.199491,2.73204,12.2043,3.03864,-0.108073,-0.0563529,-2.63363,0.199491,0.422287,11.7984,3.3838,0.0989631,0.00133752,-1.05515,0.199491,0.954801,14.0301,4.89363,-0.0960994,0.113172,-1.05566,0.199491,0.68717,12.6742,5.44951,-1.54217,-0.255599,-0.125171,0.199645,-0.458188,14.1965,2.34351,-1.59295,-0.214628,-0.0484043,0.199491,
1.616,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.10199,12.6938,3.74608,-0.0433544,2.95373e-05,-2.66271,0.199491,2.67738,12.5258,3.20808,-0.0147664,0.122423,-2.66396,0.199491,0.419686,12.1507,3.6153,-0.243761,0.184352,-1.1178,0.199491,0.953522,14.3613,4.9878,0.0874728,0.0160495,-1.07474,0.199491,0.658507,13.0677,5.60635,-1.54266,-0.22602,-0.136889,0.199645,-0.451672,14.4698,2.5012,-1.58048,-0.36435,-0.0593298,0.199491,
1.6261,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.09351,13.0021,3.96295,-0.0818993,-0.0710357,-2.69225,0.199491,2.67638,12.8368,3.36306,-0.0774574,0.000882745,-2.6988,0.199491,0.403181,12.4543,3.80111,0.0681178,0.0341223,-1.11144,0.199491,0.948949,14.7245,5.12707,0.0333008,0.0532111,-1.11905,0.199491,0.66473,13.4408,5.78568,-1.52218,-0.37675,-0.148108,0.199645,-0.466664,14.7397,2.64964,-1.57107,-0.430839,-0.0715204,0.199491,
1.6362,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.12628,13.299,4.19209,0.0340854,0.187297,-2.71648,0.199491,2.72691,13.1282,3.5046,-0.00859486,0.153696,-2.72474,0.199491,0.379726,12.7016,3.98069,-0.0774345,0.107156,-1.14729,0.199491,0.93496,15.1401,5.28446,0.000536279,0.0743399,-1.16106,0.199491,0.674999,13.783,5.99108,-1.54415,-0.270992,-0.144087,0.199645,-0.479617,15.0152,2.76124,-1.57562,-0.327888,-0.0784463,0.199491,
1.6463,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.18206,13.5804,4.43062,-0.0616962,-0.0172775,-2.754,0.199491,2.8201,13.4032,3.65697,-0.0892636,-0.0326502,-2.75913,0.199491,0.332534,12.9214,4.14001,-0.203648,0.161727,-1.19344,0.199491,0.914868,15.5785,5.45614,-0.0741473,0.108871,-1.20329,0.199491,0.696722,14.1125,6.19777,-1.52123,-0.466338,-0.15156,0.199645,-0.493841,15.28,2.85729,-1.55193,-0.462935,-0.102734,0.199491,
1.6564,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.25153,13.8585,4.66848,-0.12568,-0.176258,-2.7781,0.199491,2.92338,13.6654,3.79877,-0.0536339,0.0565021,-2.78787,0.199491,0.294656,13.1092,4.30935,-0.0122018,0.0890182,-1.1956,0.199491,0.892529,16.0264,5.62207,0.176226,0.0227394,-1.22157,0.199491,0.719367,14.4258,6.41685,-1.52662,-0.485971,-0.149354,0.199645,-0.512462,15.5398,2.94795,-1.53716,-0.505664,-0.122703,0.199491,
1.6665,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.32439,14.1302,4.90197,-0.132691,-0.199166,-2.80579,0.199491,3.02759,13.9193,3.93888,-0.00333624,0.199719,-2.80933,0.199491,0.255778,13.2819,4.4718,0.182337,0.0224775,-1.20942,0.199491,0.878057,16.462,5.78934,0.181156,0.0348694,-1.2585,0.199491,0.745149,14.7327,6.64937,-1.54485,-0.41966,-0.140655,0.199645,-0.538627,15.7879,3.03674,-1.54355,-0.412903,-0.132113,0.199491,
1.6766,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.39563,14.3903,5.14045,-0.108679,-0.130967,-2.83811,0.199491,3.1338,14.1608,4.08395,0.00730101,0.244171,-2.83365,0.199491,0.217543,13.4425,4.6432,0.182482,0.0331671,-1.23281,0.199491,0.866918,16.8933,5.94721,0.0480517,0.0843862,-1.30079,0.199491,0.763551,15.0283,6.87892,-1.5507,-0.421213,-0.138077,0.199645,-0.565002,16.0276,3.11901,-1.54922,-0.336913,-0.142724,0.199491,
1.6867,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.46582,14.641,5.3831,-0.0517147,0.0721343,-2.86718,0.199491,3.23874,14.3903,4.23119,-0.0365502,0.107149,-2.8678,0.199491,0.181616,13.5918,4.81806,-0.0137724,0.105521,-1.27101,0.199491,0.852178,17.3214,6.09223,-0.157139,0.138989,-1.35371,0.199491,0.781137,15.3163,7.10686,-1.53583,-0.550299,-0.144682,0.199645,-0.589039,16.2509,3.20596,-1.52871,-0.435788,-0.16253,0.199491,
1.6968,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.53273,14.885,5.61963,-0.00628278,0.267463,-2.88463,0.199491,3.3322,14.6098,4.38025,-0.0549554,0.0338172,-2.89493,0.199491,0.154259,13.7317,5.00027,-0.153442,0.148827,-1.314,0.199491,0.841312,17.7344,6.23259,-0.0829451,0.125502,-1.37418,0.199491,0.79714,15.5957,7.33563,-1.53474,-0.578441,-0.146282,0.199645,-0.615743,16.464,3.29366,-1.48454,-0.617624,-0.195977,0.199491,
1.7069,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.58996,15.121,5.84612,-0.0678493,0.0594984,-2.91813,0.199491,3.41124,14.8263,4.53321,-0.0136838,0.198777,-2.91611,0.199491,0.131824,13.8787,5.19443,0.0757269,0.093616,-1.31044,0.199491,0.836063,18.1054,6.35814,0.00368619,0.114041,-1.39447,0.199491,0.810516,15.873,7.56101,-1.53604,-0.572358,-0.147386,0.199645,-0.64561,16.6648,3.39376,-1.51429,-0.471076,-0.189638,0.199491,
1.717,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.62589,15.3479,6.06637,-0.0752708,0.0755859,-2.93942,0.199491,3.45237,15.0403,4.69642,-0.0410289,0.0662576,-2.94661,0.199491,0.125559,14.0502,5.40666,-0.125729,0.148245,-1.36099,0.199491,0.824848,18.4163,6.46709,-0.123443,0.137023,-1.43912,0.199491,0.822736,16.1481,7.75431,-1.53142,-0.582093,-0.150996,0.199645,-0.66792,16.8551,3.52051,-1.47806,-0.611428,-0.217193,0.199491,
1.7271,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.63438,15.559,6.27153,-0.0598434,0.222109,-2.95306,0.199491,3.44306,15.2526,4.87464,-0.0211548,0.170901,-2.97311,0.199491,0.135073,14.2714,5.6433,0.0767593,0.112597,-1.36199,0.199491,0.818961,18.6569,6.55712,-0.0147001,0.126827,-1.45197,0.199491,0.828718,16.4176,7.90896,-1.50777,-0.65626,-0.167108,0.199645,-0.682097,17.029,3.6805,-1.47261,-0.628469,-0.227144,0.199491,
1.7372,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.61621,15.7566,6.46268,-0.119714,-0.0255962,-2.97324,0.199491,3.38732,15.4636,5.06349,-0.0345429,0.0992253,-3.00538,0.199491,0.16144,14.5378,5.89547,-0.134835,0.15924,-1.41995,0.199491,0.807657,18.8275,6.63582,-0.121357,0.140356,-1.49346,0.199491,0.838544,16.6802,8.02937,-1.50467,-0.616179,-0.170342,0.199645,-0.691779,17.1894,3.87394,-1.49349,-0.558659,-0.22086,0.199491,
1.7473,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.55151,15.954,6.66475,-0.074309,0.261486,-2.99214,0.199491,3.30345,15.6657,5.25545,-0.0234547,0.206317,-3.03168,0.199491,0.176014,14.8153,6.12835,0.0542515,0.133744,-1.41894,0.199491,0.801634,18.9479,6.72051,0.0681382,0.12974,-1.49434,0.199491,0.827354,16.9464,8.13258,-1.47815,-0.695098,-0.192788,0.199645,-0.692335,17.3343,4.08387,-1.45247,-0.7019,-0.247475,0.199491,
1.7574,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.46545,16.144,6.86378,-0.0505253,0.402029,-3.01564,0.199491,3.19909,15.8528,5.44571,-0.0412124,0.0774016,-3.06081,0.199491,0.193333,15.1065,6.34443,0.04551,0.139298,-1.4461,0.199491,0.795711,19.0488,6.822,-0.0834112,0.142496,-1.54164,0.199491,0.806451,17.2057,8.23974,-1.48462,-0.640411,-0.19876,0.199645,-0.686863,17.4544,4.29459,-1.44009,-0.734233,-0.257485,0.199491,
1.7675,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.37342,16.3222,7.06022,-0.0668454,0.233613,-3.05384,0.199491,3.08995,16.0344,5.63822,-0.0473234,0.0316422,-3.08841,0.199491,0.210385,15.3877,6.56533,-0.145803,0.160475,-1.50008,0.199491,0.794019,19.1376,6.91946,-0.182926,0.144515,-1.58305,0.199491,0.789573,17.4488,8.33822,-1.47202,-0.664289,-0.216065,0.199645,-0.690592,17.5699,4.51354,-1.48208,-0.607774,-0.230118,0.199491,
1.7776,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.28472,16.4947,7.25482,-0.0729244,0.0308531,-3.08614,0.199491,2.98163,16.2077,5.83179,-0.0471271,0.064876,-3.11696,0.199491,0.230048,15.6585,6.77995,-0.30862,0.165421,-1.55412,0.199491,0.79383,19.2059,7.02599,-0.104609,0.147815,-1.60016,0.199491,0.766129,17.6844,8.44166,-1.42978,-0.767018,-0.254764,0.199645,-0.689339,17.6779,4.72552,-1.48516,-0.595968,-0.229088,0.199491,
1.7877,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.19689,16.6582,7.44905,-0.0654661,-0.110161,-3.11661,0.199491,2.87478,16.3702,6.02741,-0.0484463,0.158328,3.13688,0.199491,0.250697,15.9157,6.9874,-0.345734,0.160154,-1.58876,0.199491,0.792578,19.2688,7.13362,0.0157856,0.156377,-1.60978,0.199491,0.744333,17.9066,8.53799,-1.39696,-0.823518,-0.288176,0.199645,-0.690265,17.7779,4.94901,-1.43912,-0.742015,-0.257971,0.199491,
1.7978,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.11215,16.8139,7.64476,-0.0506896,-0.0722555,3.13513,0.199491,2.7734,16.5224,6.22421,-0.0514744,0.183636,3.1066,0.199491,0.271814,16.1599,7.19496,-0.10538,0.161533,-1.57949,0.199491,0.792136,19.3204,7.2454,0.0435631,0.164407,-1.63275,0.199491,0.722365,18.118,8.63433,-1.40961,-0.769883,-0.289181,0.199645,-0.694675,17.8711,5.16555,-1.35726,-0.928723,-0.318843,0.199491,
1.8079,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.04452,16.9601,7.84718,-0.0463447,0.175278,3.10125,0.199491,2.67971,16.6664,6.42287,-0.0469606,0.0821975,3.07737,0.199491,0.297789,16.3815,7.39347,0.115797,0.167443,-1.57329,0.199491,0.797806,19.3695,7.36298,-0.0539337,0.161678,-1.67651,0.199491,0.699703,18.3187,8.73715,-1.38313,-0.806712,-0.318885,0.199645,-0.699945,17.9579,5.37031,-1.42098,-0.795162,-0.268191,0.199491,
1.818,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.99911,17.0982,8.0494,-0.0398348,0.189709,3.06691,0.199491,2.61522,16.7962,6.62671,-0.052382,0.160697,3.04686,0.199491,0.3164,16.5762,7.59084,-0.179637,0.160503,-1.65507,0.199491,0.801009,19.4357,7.48611,0.0464723,0.179875,-1.68311,0.199491,0.692845,18.5051,8.8445,-1.35915,-0.837596,-0.34607,0.199645,-0.71817,18.0308,5.56114,-1.35514,-0.936578,-0.317197,0.199491,
1.8281,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.00261,17.2276,8.25544,-0.0106664,0.0021805,3.0328,0.199491,2.59296,16.914,6.82766,-0.0487385,0.113554,3.0177,0.199491,0.330898,16.7352,7.79,-0.0541494,0.176535,-1.66821,0.199491,0.80378,19.5294,7.60864,-0.0151187,0.181998,-1.71534,0.199491,0.705958,18.6754,8.96599,-1.33725,-0.868681,-0.370982,0.199645,-0.745166,18.0889,5.73569,-1.38598,-0.865722,-0.293769,0.199491,
1.8382,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.05043,17.3527,8.47397,-0.019302,0.165452,2.99501,0.199491,2.60684,17.0146,7.0259,-0.0559417,0.171451,2.98835,0.199491,0.34798,16.8424,7.98715,0.0299385,0.194111,-1.68651,0.199491,0.807635,19.6604,7.73307,0.0207257,0.19755,-1.72947,0.199491,0.734507,18.8386,9.10244,-1.33374,-0.872655,-0.381142,0.199645,-0.783085,18.13,5.88561,-1.30368,-1.00832,-0.359235,0.199491,
1.8483,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.12575,17.4709,8.70003,-0.0282603,0.257165,2.95404,0.199491,2.66771,17.1035,7.22074,-0.0509924,0.159418,2.96165,0.199491,0.347064,16.9127,8.19003,-0.184513,0.169067,-1.76097,0.199491,0.802037,19.8034,7.85662,-0.0386954,0.198089,-1.75959,0.199491,0.780291,18.9946,9.24552,-1.30227,-0.928679,-0.409166,0.199645,-0.830307,18.1617,6.0199,-1.34937,-0.922653,-0.323285,0.199491,
1.8584,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.21335,17.5828,8.93693,0.000892426,0.129468,2.92405,0.199491,2.74905,17.1816,7.41035,-0.0509348,0.184367,2.93413,0.199491,0.345204,16.9494,8.39829,-0.176356,0.174344,-1.79583,0.199491,0.784826,19.9541,7.97267,-0.00695755,0.213122,-1.77138,0.199491,0.828223,19.1448,9.39387,-1.27544,-0.973967,-0.432281,0.199645,-0.875298,18.1822,6.14544,-1.28002,-1.01448,-0.384502,0.199491,
1.8685,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.29062,17.6723,9.16913,-0.0273281,0.204191,2.89334,0.199491,2.83578,17.2508,7.58159,-0.0426889,0.172891,2.9037,0.199491,0.33966,16.9688,8.62891,0.0575688,0.232979,-1.78235,0.199491,0.75993,20.116,8.06916,0.0195684,0.227776,-1.79344,0.199491,0.860157,19.2707,9.56025,-1.29053,-0.957336,-0.417318,0.199645,-0.908642,18.2041,6.2732,-1.27869,-0.998846,-0.394711,0.199491,
1.8786,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.37984,17.7431,9.39506,-0.0756301,0.332629,2.85723,0.199491,2.92463,17.3098,7.74155,-0.0349795,0.153358,2.8738,0.199491,0.334446,16.9876,8.86178,0.0888445,0.25136,-1.80424,0.199491,0.747237,20.2752,8.16043,0.0453385,0.245353,-1.81924,0.199491,0.893631,19.3896,9.73737,-1.27087,-0.98511,-0.432129,0.199645,-0.946232,18.2055,6.41073,-1.33575,-0.90297,-0.355778,0.199491,
1.8887,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.46565,17.8081,9.62906,-0.0996214,0.363138,2.8285,0.199491,3.0063,17.3537,7.90558,-0.0418501,0.183408,2.84269,0.199491,0.334463,16.9985,9.09717,-0.0373347,0.229247,-1.86426,0.199491,0.721324,20.4292,8.24628,0.00947484,0.24437,-1.85864,0.199491,0.934877,19.4955,9.91053,-1.20997,-1.05452,-0.479197,0.199645,-0.979833,18.1938,6.54297,-1.34402,-0.881284,-0.357825,0.199491,
1.8988,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.53674,17.8728,9.86358,-0.0794504,0.278737,2.81037,0.199491,3.09494,17.3881,8.07424,-0.0620222,0.247763,2.80996,0.199491,0.327374,16.9893,9.33359,-0.146128,0.198942,-1.91725,0.199491,0.690223,20.5791,8.33093,-0.0581961,0.229049,-1.90364,0.199491,0.966396,19.5848,10.0722,-1.15393,-1.10838,-0.526709,0.199645,-1.01309,18.1725,6.68171,-1.27952,-0.965576,-0.418262,0.199491,
1.9089,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.5937,17.9308,10.0943,-0.0347688,0.151088,2.79079,0.199491,3.17499,17.4047,8.23786,-0.0760139,0.281731,2.78092,0.199491,0.3203,16.9706,9.56471,-0.0944101,0.221799,-1.93423,0.199491,0.661257,20.7204,8.41684,-0.109726,0.214939,-1.94417,0.199491,0.993481,19.6783,10.2486,-1.15311,-1.11669,-0.527026,0.199645,-1.0496,18.1298,6.81865,-1.04666,-1.15415,-0.629622,0.199491,
1.919,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.64876,17.9794,10.3208,-0.0439289,0.175669,2.76135,0.199491,3.24888,17.4156,8.3948,-0.0512646,0.21891,2.76136,0.199491,0.313367,16.9483,9.80262,0.0239555,0.271065,-1.92974,0.199491,0.635693,20.8332,8.49512,-0.0638308,0.237455,-1.96491,0.199491,1.01608,19.7626,10.4258,-1.17363,-1.10679,-0.508122,0.199645,-1.08091,18.0833,6.96652,-1.1443,-1.08183,-0.547939,0.199491,
1.9291,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.67849,18.0204,10.5448,-0.133416,0.360387,2.71324,0.199491,3.3053,17.4212,8.55839,-0.0670046,0.261271,2.73113,0.199491,0.310173,16.9279,10.0374,-0.105866,0.224809,-1.98726,0.199491,0.605983,20.9096,8.57362,-0.082373,0.233127,-1.9988,0.199491,1.02291,19.8364,10.5945,-1.08469,-1.16755,-0.588612,0.199645,-1.1039,18.0348,7.1216,-1.06734,-1.12625,-0.624163,0.199491,
1.9392,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.67959,18.0457,10.761,-0.0709426,0.204743,2.71078,0.199491,3.32893,17.4221,8.72318,-0.0621023,0.25312,2.70489,0.199491,0.313512,16.9316,10.2669,-0.0298828,0.261892,-1.99296,0.199491,0.576975,20.9382,8.65334,-0.103532,0.224603,-2.0357,0.199491,1.01398,19.893,10.7562,-1.09834,-1.15112,-0.577103,0.199645,-1.11418,17.9873,7.29445,-1.08612,-1.10947,-0.614256,0.199491,
